"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
"Social Workers, Board of Licensed",Budget Committee Meeting,,07/15/2016 09:00:00 AM,07/15/2016 10:30:00 AM,Morrow Crane Building – Second Floor Conference Room, Salem,OR,,,Randy Harnisch,503-378-5735,oregon.blsw@state.or.us,,,,,,,,,,,,,,,,,,,
Residential Facilities Advisory Committee,Monthly Meeting,Monthly Meeting,07/15/2016 09:00:00 AM,07/15/2016 02:30:00 PM,Office of the Long-Term Care Ombudsman, Salem,OR,"This is the regularly scheduled monthly meeting of the Residential Facilities Advisory Committee. Everyone with an interest in the Long-Term Care Ombudsman Program, long-term care in general, advocacy for residents of facilities for people with developmental disabilities or mental illness or the Oregon Public Guardian and Conservator Program is welcome to attend.",Yes from 9:00 AM until 9:15 AM,Mary Ann Lebold,503-378-6533,mary.ann.lebold@ltco.state.or.us,,,,Mary Ann Lebold,503-378-6533,mary.ann.lebold@ltco.state.or.us,,,,,http://www.oregon.gov/LTCO/Pages/Residential-Facilities-Advisory-Committee-Agendas.aspx,,,,http://www.oregon.gov/LTCO/Pages/Residential-Facilities-Advisory-Committee-Minutes.aspx,RFACJul2016Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/1389748c-b68b-4329-ab6e-b3254ec4766c?download=true&filename=RFACJul2016Agenda.pdf),,,
"Health Authority, Oregon",Oregon Health Policy Board,,07/15/2016 08:30:00 AM,07/15/2016 12:30:00 PM,"OHSU Center for Health & Healing, 3033 SW Bond Ave., third floor, Room 4", Portland,OR,"When: Friday, July 15, 8:30 a.m. to 12:30 p.m.

Where: OHSU Center for Health & Healing, 3033 SW Bond Ave., third floor, Room 4. The meeting also will be available via live web stream. A link to the live-stream and a recording of the meeting will be posted on the board’s meeting page at http://www.oregon.gov/oha/OHPB/Pages/2016-OHPB-Meetings.aspx. Members of the public also can call in to listen by dialing 1-888-808-6929, participant code 915042#.

Agenda: Welcome; director’s report; HB 3396, provider incentives; SB 440, data planning and use

For more information on the meeting, visit the board’s meeting page at http://www.oregon.gov/oha/OHPB/Pages/2016-OHPB-Meetings.aspx.

The meeting site is accessible to people with disabilities. To request alternate formats, sign language interpreters, physical accessibility, or other reasonable accommodations, call the Oregon Health Authority at 1-800-282-8096 at least 48 hours before the meeting.

# # #
",Yes,Jeff Scroggin,541-999-6983,jeffrey.scroggin@state.or.us,,,,,,,true,https://echo360ess.ohsu.edu:8443/ess/portal/section/b797fe67-ce31-4277-b211-8612761c05ce,1-888-808-6929,915042#,"http://www.oregon.gov/oha/OHPB/2013MeetingMaterials/July%2015,%202016%20Agenda.pdf",,,,http://www.oregon.gov/oha/OHPB/Pages/2016-OHPB-Meetings.aspx,,,,
"Forest Resources Institute, Oregon",OFRI Board of Directors Meeting,,07/15/2016 08:00:00 AM,07/15/2016 01:00:00 PM,Brix Restaurant, Roseburg,OR,,,Kathy Storm,971-673-2953,storm@ofri.org,,,,,,,,,,,,,,,,Meeting Notice - July 15 2016.pdf (https://data.oregon.gov/views/gs36-7t8m/files/81385b30-245e-4986-b10b-184b3584aa79?download=true&filename=Meeting%20Notice%20-%20July%2015%202016.pdf),,,
Jordan Valley School District,Board meeting,,07/14/2016 07:00:00 PM,07/14/2016 08:00:00 PM,Elementary library, Jordan Valley,OR,,,Lee Ann Conro,,leeann.conro@jordanvalley.k12.or.us,,,,,,,,,,,,,,,,,,,
Landscape Architect Board,Administrative Rules Committee Meeting,,07/14/2016 03:30:00 PM,07/14/2016 04:30:00 PM,"Association Center, 707 13th St. SE, Suite 114",Salem,OR,,yes,Christine Valentine,,oslab.info@state.or.us,,,,,,,,,,,,,,,,,,,
Agriculture Department,CAFO Advisory Committee,,07/14/2016 01:30:00 PM,07/14/2016 03:30:00 PM,"Oregon Department of Agriculture, basement Conference Room D, 635 Capitol St. NE", Salem,OR,,Yes,Wym Matthews,,wmatthews@oda.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODA/programs/NaturalResources/Pages/Meetings.aspx,,,,
Citizens’ Initiative Review Commission ,Commission Meeting,,07/14/2016 01:00:00 PM,07/14/2016 03:00:00 PM,506 SW Mill St. URB 710 Meyer Board Room , Portland,OR,,Yes,Sarah Giles,503-725-5248,info@circommission.org,,,,,,,,,,,http://www.oregon.gov/circ/Pages/meetings.aspx,,,,http://www.oregon.gov/circ/Pages/meetings.aspx,,,,
Human Services Department,Oregon Disabilities Commission,,07/14/2016 10:00:00 AM,07/14/2016 04:00:00 PM,"500 Summer St. NE, Room 166", Salem,OR,,Yes,Jeffrey Puterbaugh,503-947-1189,jeffrey.l.puterbaugh@state.or.us,,,,Jeffrey Puterbaugh,503-947-1189,jeffrey.l.puterbaugh@state.or.us,,,888-808-6929,4517555,,,,,,,,,
Mortuary and Cemetery Board,Special Board Meeting via Telephone Conference,The primary purpose of this telephone conference meeting is for the Board to consider information obtained as part of an investigation of licensee or applicant conduct during executive session.  The Board will come out of Executive Session and may vote to take action at this meeting.,07/14/2016 09:00:00 AM,07/14/2016 11:00:00 AM,"Conference Room 445, 800 NE Oregon Street, Portland OR  97232", Portland,OR,"The meeting will be called to order via telephone conference, and the meeting will go immediately into executive session (closed to the public) and will continue until the end of business.  A speaker phone will be available for members of the public in Conference Room 445 for general session portions only.  

This proposed agenda subject to last minute changes without prior notice.  The meeting location is accessible to persons with disabilities.  A request for an interpreter or other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Carla Knapp, 971-673-1507 or mortuary.board@state.or.us.  ",No,"Carla G Knapp, Office & Licensing Manager",9716731507,carla.knapp@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/MortCem/Pages/Meetings.aspx,20160714_General_Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/fd4b805a-bb6d-496e-bd71-25b2b01593fa?download=true&filename=20160714_General_Agenda.pdf),,,
"Health Licensing Agency, Oregon",Board of Direct Entry Midwifery,,07/14/2016 09:00:00 AM,07/14/2016 04:00:00 PM,"700 Summer St. Salem, OR 97301", Salem,OR,,,Maria Gutierrez,,maria.s.gutierrez@state.or.us,,,,,,,,,,,,,,,,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,07/14/2016 08:30:00 AM,07/14/2016 11:30:00 AM,3930 Fairveiw Industrial Dr. SE 97302; 2nd Floor - Ashland Conf. Rm., Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara Caton,,Tara.L.Caton@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODOT/MCT/pages/mctac.aspx,,,,
"Salmon Commission, Oregon",Special Meeting Conference Call,,07/14/2016 08:30:00 AM,07/14/2016 08:45:00 AM,conference call, Lincoln City,OR,,,Nancy Fitzpatrick,5419942647,nancy@oregonsalmon.org,,,,,,,,,,,,,,,,July 14 2016OSC Sp Mtg Conf Call Trans.pdf (https://data.oregon.gov/views/gs36-7t8m/files/c13c8e07-b040-4359-845d-35722fc6c037?download=true&filename=July%2014%202016OSC%20Sp%20Mtg%20Conf%20Call%20Trans.pdf),,,
Clackamas ESD,Board of Directors Regular Session,,07/13/2016 06:30:00 PM,07/13/2016 08:00:00 PM,13455 SE 97th Avenue,Clackamas,OR,,,Pam Bonner,,pbonner@clackesd.org,,,,,,,,,,,,,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,,,,
"Dentistry, Oregon Board of",Rules Oversight Committee Meeting,,07/13/2016 06:30:00 PM,07/13/2016 07:30:00 PM,"1500 SW 1st Ave., Suite #770", Portland,OR,,,Stephen Prisby,,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
"Dentistry, Oregon Board of",Special Teleconference Board Meeting,,07/13/2016 06:00:00 PM,07/13/2016 06:30:00 PM,"1500 SW 1st Ave., Suite #770", Portland,OR,,,Stephen Prisby,,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
Southern Oregon ESD,Board of Directors,,07/13/2016 06:00:00 PM,07/13/2016 09:00:00 PM,101 North Grape Street, Medford,OR,,,Jessica Bach,541-776-8590,jessica_bach@soesd.k12.or.us,,,,,,,,,,,http://www.soesd.k12.or.us/Page.asp?NavID=1440,,,,,,,,
Clackamas ESD,Public Workshop Session,,07/13/2016 05:30:00 PM,07/13/2016 06:30:00 PM,13455 SE 97th Avenue,Clackamas,OR,,,Pam Bonner,,pbonner@clackesd.org,,,,,,,,,,,,,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,,,,
Linn Benton Lincoln ESD,Regular Board meeting by telephone,,07/13/2016 05:00:00 PM,07/13/2016 05:30:00 PM,"LBL ESD, 905 4th Ave. SE",Albany,OR,The Board will hold a July Board Meeting by phone beginning at 5:00 p.m.  See agenda for call in number and passcode to join meeting.,yes,Debbie Herndon,541-812-2601,debbie.herndon@lblesd.k12.or.us,,,,,,,,,,,https://www.lblesd.k12.or.us/about/board-meetings/,,,,,July 13 Agenda 2016.pdf (https://data.oregon.gov/views/gs36-7t8m/files/82f2a8f0-1f7a-4935-8c33-57730c2d5bd3?download=true&filename=July%2013%20Agenda%202016.pdf),,,
Nursing Board,Oregon State Board of Nursing Board Meeting via Teleconference,The Board will meet for the purpose of discussing and taking action on disciplinary cases,07/13/2016 04:30:00 PM,07/13/2016 06:00:00 PM,17938 SW Upper Boones Ferry Road, Portland,OR,,,Peggy Lightfoot,971-673-0638,peggy.lightfoot@state.or.us,,,,Peggy Lightfoot,971-673-0638,peggy.lightfoot@state.or.us,,,,,http://www.oregon.gov/OSBN/pages/draft_policies_rules.aspx,,,,,,,,
Health Evidence Review Commission,Behavioral Health Advisory Panel,BHAP,07/13/2016 02:00:00 PM,07/13/2016 04:00:00 PM,"Wilsonville Training Center, room 210", Wilsonville,OR,,,HERC Information,,HERC.Info@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/oha/herc/Pages/otherArchive.aspx,,,,
Transportation Department,Oregon Freight Advisory Committee (OFAC),,07/13/2016 01:00:00 PM,07/13/2016 04:00:00 AM,"Port of Portland, St. Helens Conference Room, Airport Terminal", Portland,OR,"
The Oregon Freight Advisory Committee (OFAC) was appointed to advise the ODOT Director and Oregon Transportation Commission (OTC) on issues, policies and programs that impact multimodal freight mobility in Oregon. This includes identifying high-priority freight mobility projects for consideration in ODOT’s Statewide Transportation Improvement Programs (STIP) and for the ConnectOregon program. The Freight Advisory Committee also advises on transportation policy related to goods movement.  ",,Roseann O'Laughlin,503-986-3525,roseann.olaughlin@odot.state.or.us,,,,,,,,,,,http://www.oregon.gov/ODOT/TD/TP/OFAC/201607_Agenda.pdf,,,,http://www.oregon.gov/ODOT/TD/TP/Pages/OFAC.aspx,,,,
"Treasurer, Oregon State",Private Activity Bond Committee,Regular Meeting,07/13/2016 10:00:00 AM,07/13/2016 12:00:00 PM,"350 Winter St NE, Suite 100, Columbia Room", Salem,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,"https://www.google.com/maps/place/350+Winter+St+NE+%23100,+Salem,+OR+97301/@44.9409808,-123.0325965,17z/data=!3m1!4b1!4m2!3m1!1s0x54bfff118b7482eb:0x4e8d59b4c3cb8693?hl=en",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,,,,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,,,,,
"Forestry, State Board of",Regional Forest Practices Committee,,07/13/2016 09:00:00 AM,07/13/2016 03:00:00 PM,"Oregon Department of Forestry, 3150 Main Street", Springfield,OR,,,"Mary Schmelz, Public Affairs Specialist",503-945-7248,mary.k.schmelz@oregon.gov,,,,,,,,,,,,,,,,,,,
Environmental Quality Dept.,Underground storage tank rulemaking advisory committee,DEQ invites the public to attend a rulemaking advisory committee meeting on the alignment of Oregon underground storage tank rules with the Environmental Protection Agency's latest revision of rules in 2015.,07/13/2016 09:00:00 AM,07/13/2016 11:00:00 AM,811 SW 6th Avenue, Portland,OR,"The meeting takes place in the 7th floor conference room. The public can access the conference room by first checking in with reception on the 10th floor. 

 While the public can attend this meeting, there is no opportunity for the public to participate in the meeting. DEQ will hold a public comment period and public hearing later in this rulemaking process. 

 The public can also attend the meeting remotely:

 Phone Dial-In – 888-363-4734
 Webinar and Phone Access Code – 1910322
 Webinar – https://www.connectmeeting.att.com 
 Webinar number (meeting number) – 888-363-4734
",,Mitch Scheel,503-229-6407,scheel.mitch@deq.state.or.us,,,,,,,,https://www.connectmeeting.att.com (https://www.connectmeeting.att.com%20),888-363-4734,1910322,,,,,http://www.oregon.gov/newsroom/Pages/NewsDetail.aspx?newsid=1189,,,,
Environmental Quality Dept.,Special meeting of the Oregon Environmental Quality Commission,,07/13/2016 08:30:00 AM,07/13/2016 04:00:00 PM,"700 NE Multnomah St., 6th floor, room 601", Portland,OR,,,Stephanie Caldera,,caldera.stephanie@deq.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/deq/EQC/Pages/EQCAgendas2016/201607agenda.aspx,,,,
Secretary of State,Financial Estimate Committee Meeting,Additional drafting & ptential vote on financial inpact statements,07/12/2016 01:30:00 PM,07/12/2016 03:30:00 AM,"Hearing Room 170, State Capitol Bldg, 900 Court St NE", Salem,OR,,,Jan Flowers,,janet.flowers@state.or.us,,,,,,,true,https://www.oregonlegislature.gov/citizen_engagement/Pages/NonLegislative_Video.aspx,,,,,,,,FEC Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/08b7859e-ca02-4f33-a01d-59f203eee343?download=true&filename=FEC%20Agenda.pdf),,,
"State Lands, Department of","Rules Advisory Committee Meeting Div. 141-085, -089, -093 and -140 Rulemaking for Siting Ocean Renewable Energy Devices in the Territorial Sea",Second meeting of the committee to provide recommendations to DSL on rulemaking to implement the requirements of the Territorial Sea Plan – Part V; House Bill 2694 (2013 Session); Senate Bill 606 (2013 Session); and Senate Bill 319 (2015 Session).,07/12/2016 01:00:00 PM,07/12/2016 04:00:00 PM,Oregon Dept. of Fish and Wildlife Commission Meeting Room 4034 Fairview Industrial Dr. SE, Salem,OR,,YES,Kirk Jarvie,503-986-5320,kirk.jarvie@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/dsl/Pages/Rulemaking-Activity.aspx,,,,
"Health Authority, Oregon",SB231 Primary Care Payment Reform Collaborative Meeting,,07/12/2016 01:00:00 PM,07/12/2016 04:00:00 PM,"Oregon State Library Conf. Rooms 102/103, 250 Winter St. NE, Salem, OR", Portland,OR,http://www.oregon.gov/oha/Transformation-Center/Pages/SB231-Primary-Care-Payment-Reform-Collaborative.aspx,Yes,Thomas Cogswell,,thomas.cogswell@state.or.us,,,,,,,,,877-336-1829,3100151,,,,,,,,,
"State Lands, Department of",DIV140 et al Rule Advisory Committee Mtg ,Meeting of the committee to provide recommendations to DSL on rulemaking to implement the requirements of the Territorial Sea Plan – Part V; House Bill 2694 (2013 Session); Senate Bill 606 (2013 Session); and Senate Bill 319 (2015 Session).,07/12/2016 01:00:00 PM,07/12/2016 04:00:00 PM,"ODFW, Commission Meeting Room, 4034 Fairview Industrial Dr NE, Salem, OR 97302 ", Salem,OR,,yes,Kirk Jarvie,503-986-5320,kirk.jarvie@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/dsl/Pages/Rulemaking-Activity.aspx,,,,
Citizens’ Initiative Review Commission ,2016 Citizen Panelists Selection,,07/12/2016 12:30:00 PM,07/12/2016 02:00:00 PM,506 SW Mill St. URB 710 Meyer Board Room , Portland,OR,CIRC staff will conduct random selection of 24 panelists and alternatives for 2016 CIR,,Sarah Giles,503-725-5248,info@circommission.org,,,,,,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Short Term Fund (OSTF) Board Meeting,The OSTF Board will review and comment on various entities Investment Policies,07/12/2016 10:00:00 AM,07/12/2016 12:00:00 AM,"1120 NW Couch Street, Suite 100", Portland,OR,,,Aliese Jacobsen,503-431-7900,aliese.jacobsen@ost.state.or.us,,,,,,,,,Please contact Heidi Rawe at 503-378-4552 for dial in information,,,,,,,,,,
"Transportation Safety Committee, Oregon",Oregon Transportation Safety Committee Meeting,"ORS 802.300: (1) The Transportation Safety Committee is created within the Department of Transportation to advise the department and the Oregon Transportation Commission concerning the functions described under ORS 802.310 and to perform any other functions related to transportation safety that the commission delegates. The committee established under this section shall consist of five members appointed by the Governor on the recommendation of the commission. The term of office of each member is four years. Before the expiration of the term of a member, the Governor shall appoint a successor. A member is eligible for reappointment. In case of a vacancy for any cause, the Governor shall appoint a person to fill the office for the unexpired term.",07/12/2016 09:30:00 AM,07/12/2016 03:00:00 PM,4040 Fairview Industrial Dr. SE - Chetco Conference Room, Salem,OR,"Monthly meeting. Agenda items include reports from the members, the Transportation Safety Division Administrator and several liaisons. Further, the Committee will be provided with a presentation on the Oregon Bicycle and Pedestrian Safety Implementation Plan; an overview of Crash Data; and discuss the Transportation Safety Action Plan.",,Annette E. Earl,,annette.earl@odot.state.or.us,,,,,,,,,,,,,,,,,,,
"Emergency Management, Oregon",OSSPAC,Oregon Seismic Safety Policy Advisory Commission,07/12/2016 09:00:00 AM,07/12/2016 12:00:00 PM,"Port of Portland, 7200 NE Airport Way", Portland,OR,More information can be found on OSSPAC website: http://www.oregon.gov/OMD/OEM/Pages/osspac/osspac.aspx,,Jay Wilson,,jaywilson@co.clackamas.or.us,,,,,,,,,,,,,,,,osspac_agenda_20160712.pdf (https://data.oregon.gov/views/gs36-7t8m/files/63bee2ea-f265-4f11-85c3-974dee85ae50?download=true&filename=osspac_agenda_20160712.pdf),,,
"Engineering and Land Surveying, Board of Examiners for",Board meeting,,07/12/2016 09:00:00 AM,07/12/2016 05:00:00 PM,"670 Hawthorne Avenue, SE Suite 220", Salem,OR,,,Veronica Gloria,,osbeels@osbeels.org,,,,,,,,,,,,,,,,,,,
"Medical Imaging, Board of",Rules advisory committee re OAR 337-010-0030,,07/11/2016 03:00:00 PM,07/11/2016 04:30:00 PM,"Room 445, 800 NE Oregon Street", Portland,OR,"To discuss possible rulemaking to enhance the oversight requirements for people with temporary limited x-ray permits, while they are completing their practical experience requirements.  ",yes,Ed Conlow,971-673-0216,ed.conlow@state.or.us,,,,Ed Conlow,971-673-0216,ed.conlow@state.or.us,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UM 1716 RVOS Model - Webinar,Webinar,07/11/2016 02:30:00 PM,07/11/2016 05:00:00 PM,Webinar,Salem,OR,"Please  join us for a webinar to walk through PUC Staff’s proposed RVOS model on Monday, July 11, 2016,  at 2:30 pm.
 
This informational workshop  is a call-in webinar and will not be held at the OPUC.  
You will be able to ask questions and interact with the presenters as they go through the model’s functions.
Each party should follow the Webex steps below to view the presentation of the model.
",,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,true,https://ethree.webex.com/ethree/j.php?MTID=m4f146a78ff58a1ee9048894f2cb20afb,1-650-479-3208,805 840 715   ,,,,,,,,,
"Liquor Control Commission, Oregon",Cannabis Environmental Best Practices Task Force,,07/11/2016 01:00:00 PM,07/11/2016 03:00:00 PM,"Oregon State Capitol, Hearing Room A",Salem,OR,,,Amanda Borup,503-872-5000,amanda.borup@oregon.gov,,,,,,,,,,,http://www.oregon.gov/olcc/marijuana/Documents/CEBP/CEBP_Meeting4_%20Agenda.pdf,,,,,,,,
Secretary of State,Financial Estimate Committee Meeting,"Draft fiancial impact statements for IRR401, IRR403, IRR404, IP28, IP49, IP50, IP65, IP67, IP68",07/11/2016 09:30:00 AM,07/11/2016 11:30:00 AM,"Hearing Room 170, State Capitol Bldg, 900 Court St NE", Salem,OR,,,Jan Flowers,,janet.flowers@state.or.us,,,,,,,true,https://www.oregonlegislature.gov/citizen_engagement/Pages/NonLegislative_Video.aspx,,,,,,,,FEC Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/91dab875-7cc0-4ef4-8ff5-0b654460b80f?download=true&filename=FEC%20Agenda.pdf),,,
"Veterinary Medical Examining Board, Oregon State",Emergency Meeting,,07/11/2016 09:00:00 AM,07/11/2016 10:00:00 AM,PSOB 800 NE Oregon St. Ste. 407, Portland,OR,Board will convene executive session to discuss case 14-0051A.  This is the only agenda item.  ,No.,Lori Makinen,,ovmeb.info@state.or.us,,,,,,,,,,,,,,,,,,,
Medical Assistance Program Administration,Quality and Health Outcomes Committee,Monthly QHOC Meeting,07/11/2016 09:00:00 AM,07/11/2016 03:30:00 PM,"500 Summer St NE, HSB Conference Room 137 A-D", Salem,OR,,Yes,Henry Hickman,,henry.e.hickman@state.or.us,,,,,,,,,1-888-278-0296,310477,,,,,http://www.oregon.gov/oha/healthplan/Pages/CCO-Quality-and-Health-Outcomes-Committee.aspx,,,,
Transportation Department,Public Transportation Advisory Committee (PTAC),,07/11/2016 01:00:00 AM,07/12/2016 05:00:00 PM,"Pendleton Convention Center 1601 Westgage Pendleton, Oregon 97801", Pendleton,OR,"Two half-day meetings:
Monday, July 11 1:00pm - 5:00pm
Tuesday, July 12  8:30am - 12:00pm
",,Casandra Mance,,ptac@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,,,,
Chiropractic Examiners Board,Emergency Board Meeting,,07/08/2016 01:30:00 PM,07/08/2016 02:00:00 PM,Teleconference, Salem,OR,To address an issue of immediate concern for public and patient protection,No,"Cassandra Skinner JD, Executive Director",,cass.skinner@oregon.gov,,,,,,,,,,,,,,,,,,,
"Health Authority, Oregon",State Trauma Advisory Board,,07/08/2016 01:00:00 PM,07/08/2016 04:00:00 PM,"PSOB, 800 NE Oregon Street, Room 1-B", Portland,OR,,Yes,Stella Rausch-Scott,971-673-1322,stella.m.rausch-scott@state.or.us,,,,,,,true,,1-877-336-1831,640551,https://public.health.oregon.gov/ProviderPartnerResources/EMSTraumaSystems/TraumaSystems/Pages/stab.aspx,,,,https://public.health.oregon.gov/ProviderPartnerResources/EMSTraumaSystems/TraumaSystems/Pages/stab.aspx,,,,
"Health Authority, Oregon",Task Force on School Nursing,,07/08/2016 12:30:00 PM,07/08/2016 03:30:00 PM,"Portland State Office Building (PSOB), 800 NE Oregon St., Room 1A (first floor)", Portland,OR,"What: The monthly public meeting of the Task Force on School Nursing

Agenda: Continue analyzing ideas to fund school nursing in Oregon and begin brainstorming recommendations to include in task force report.

When: Friday, July 8, 12:30-3:30 p.m. The meeting is open to the public. 

Where: Portland State Office Building, Room 1A, 800 NE Oregon, Portland

The Task Force on School Nursing is a governor-appointed task force legislatively mandated by SB 698 (2015). The task force is charged with:
Examining health care funding sources to support school health services.
Recommending sustainable funding sources for school health services. 
Recommending standards of school nursing practices.
Recommending ways to create a coordinated school health services model that directs an appropriate level of funding to school nursing and school-based health centers.

Contact: Jamie Smith, 971-673-0724, jamie.leon.smith@state.or.us, for any questions related to the Task Force on School Nursing.

# # #
",,Jamie Smith,971-673-0724,jamie.leon.smith@state.or.us,,,,,,,,,,,,,,,https://public.health.oregon.gov/HealthyPeopleFamilies/Youth/HealthSchool/Pages/Task-Force-on-School-Nursing.aspx,,,,
Housing/Community Services Department,Monthly Housing Stability Council Meeting,,07/08/2016 09:00:00 AM,07/08/2016 01:00:00 PM,"725 Summer St NE, Conference Room 124",Salem,OR,"July 8, 2016 | 9:00 a.m.-1:00 p.m.
Oregon Housing and Community Services 
725 Summer St NE, Salem OR 97301 | Conference room 124
Call-In: 1-877-273-4202 | Participant Code: 4978330

AGENDA:
9:00	        Meeting Called to Order
9:05	        Public Comment
9:15	        Draft Meeting Minutes
9:20         Multifamily Bond Approvals
10:00	Agency Request Budget 
11:00	Health and Housing Study 
11:30	OHA Overview 
12:00	LIFT Progress Update 
12:15	Report of the Interim Director
12:30	Report of the Chair
12:45	Meeting Adjourned",,Kris Klemm,503-986-2005,kris.j.klemm@oregon.gov,,,,Sandy McDonnell,503-986-2012,sandy.mcdonnell@orgegon.gov,,,,,,,,,,,,,
"DUII, Governors Advisory Committee on",Governor's Advisory Committee on DUII Meeting,"The Governors Advisory Committee on DUII shall broadly represent the Legislative Assembly, public and private organizations involved in DUI countermeasures, victims of drunk drivers, and the general public."" ""...Heighten public awareness of the seriousness of the impaired driving problem. Persuade communities to attack the impaired driving problem in a more organized and systematic manner, including plans to eliminate bottlenecks in the arrest, trial and sentencing process that impair the effectiveness of many drunk driving laws. Generate public support for increased enforcement of state and local drunk-driving laws. Educate the public as to the dangers of driving while under the influence and its effects on life and property...""",07/08/2016 09:00:00 AM,12/31/1899 12:00:00 PM,4190 Aumsville Hwy. SE, Salem,OR,"Monthly meeting. Agenda items include a report from the Transportation Safety Division and other liaisons; Strategic Plan update with a discussion on Legislative Advocacy; Transportation Safety Action Plan Policy Advisory Committee Update; Interim Legislative Workgroup on Ignition Interlock Devices; Guidelines Sub-Committee Update; and, Presentation on Marijuana Data   ",,Annette E. Earl,,annette.earl@odot.state.or.us,,,,,,,,,,,,rachelle.l.nelson@odot.state.or.us,,,http://www.oregon.gov/ODOT/TS/Pages/gac.aspx#GAC_on_DUII (http://www.oregon.gov/ODOT/TS/Pages/gac.aspx#GAC_on_DUII%20),,,,
Accountancy State Board,Complaints Committee Meeting,Review investigation reports,07/08/2016 08:30:00 AM,07/08/2016 05:00:00 PM,"2nd Floor Conference Room, 3218 Pringle Rd SE", Salem,OR,,,Joel Parks,503-378-2262,joel.parks@oregon.gov,,,,,,,,,,,,,,,,PUB Agenda July 8 DRAFT JP.pdf (https://data.oregon.gov/views/gs36-7t8m/files/337d7c18-e441-4a67-bdf7-c4a16e460b15?download=true&filename=PUB%20Agenda%20July%208%20DRAFT%20JP.pdf),,,
"Health Authority, Oregon",State EMS Committee,,07/08/2016 08:30:00 AM,07/08/2016 12:00:00 PM,"PSOB, 800 NE Oregon Street, Room 1-B", Portland,OR,,Yes,Stella Rausch-Scott,971-673-1322,stella.m.rausch-scott@state.or.us,,,,,,,true,,1-877-336-1831,640551,https://public.health.oregon.gov/ProviderPartnerResources/EMSTraumaSystems/Pages/ems-com.aspx,,,,https://public.health.oregon.gov/ProviderPartnerResources/EMSTraumaSystems/Pages/ems-com.aspx,,,,
North Central ESD,Regular Board Meeting,,07/07/2016 06:00:00 PM,07/07/2016 07:15:00 PM,First Floor Meeting Room, Condon,OR,,,Kim Domenighini,,kdomenig@ncesd.k12.or.us,,,,,,,,,,,,,,,,Agenda July 7 2016.doc (https://data.oregon.gov/views/gs36-7t8m/files/48851f2e-2522-4612-b6df-a72ae7e438b6?download=true&filename=Agenda%20July%207%202016.doc),,,
"Medical Board, Oregon",Investigative Committee,,07/07/2016 03:00:00 PM,07/07/2016 05:30:00 PM,OMB Offices, Portland,OR,"The 5-member Investigative Committee reviews investigations that have been conducted by OMB staff investigators, directs further investigative steps and interviews licensees who are under investigation, if appropriate. The Committee makes recommendations to the full Board regarding case resolutions. Note: This Committee meets almost entirely in Executive Session, which is closed to members of the general public. No final actions are taken in Executive Session.",,Theresa Lee,971-673-2700,theresa.lee@state.or.us,,,,,,,,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Minutes.aspx,,,,
