"g_nero","municipio_de_nacimiento","pa_s","municipio_direcci_n","barrio_direcci_n","estrato","estado_civil","eps","grupo_sisben","zona","nivel_de_formaci_n","ocupaci_n","medio_de_transporte","multiculturalidad","estado","fecha_de_matr_cula","jornada","programa","per_odo","nivel","edad"
"Masculino","Medellín","Colombia","Envigado","El Salado","2","Casado(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Empleado","Público Bus o Buseta","No aplica","Graduado","2016-01-15T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2017-1","SEMESTRE 1","43"
"Masculino","Envigado","Colombia","Envigado","Barrio Obrero","3","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Media","Empleado","Particular Motocicleta","No aplica","Graduado","2018-01-10T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2018-2","SEMESTRE 2","25"
"Masculino","Envigado","Colombia","Envigado","Sin respuesta","2","Unión libre","No Aplica","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2015-03-17T10:00:00Z","NOCHE","TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ","2015-2","SEMESTRE 2","39"
"Femenino","Envigado","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","Particular Automóvil","No aplica","Graduado","2019-02-21T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MERCADEO Y VENTAS","2019 - MT","ONCE","18"
"Femenino","Medellín","Colombia","Medellín","Buenos Aires",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-29T10:00:00Z","DIURNA","EXTENSIÓN COMPETENCIAS COMPORTAMENTALES PARA EL TRABAJO REMOTO EN CASA","2020-2","SEMESTRE 1","60"
"Masculino","Itagui","Colombia","Itagui","Samaria","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante básica","Sin respuesta","No aplica","Inactivo","2018-02-02T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MECÁNICA MOTOS","2016 - MT","ONCE","23"
"Femenino","Puerto Berrío","Colombia","Envigado","El Salado","2","Unión libre","EPS Sura","Sin respuesta","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Graduado","2019-07-19T10:00:00Z","NOCHE","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2019-2","SEMESTRE 1","60"
"Femenino","Envigado","Colombia","Envigado","Los Naranjos","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante básica","Sin respuesta","No aplica","Sin estado",,"MEDIA TÉCNICA","MEDIA TECNICA GASTRONOMÍA INT",,,"21"
"Femenino","Envigado","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Sin respuesta",,"Público Otro","No aplica","Inactivo","2021-08-10T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Femenino","Envigado","Colombia","Envigado","Las Flores","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2016-08-01T10:00:00Z","NOCHE","TÉCNICO LABORAL EN MESA Y BAR","2016-2","SEMESTRE 2","25"
"Femenino","Europa","Colombia","Envigado","Loma Del Barro","4","Sin Respuesta","Savia Salud","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-07-23T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","17"
"Masculino","Envigado","Colombia","Envigado","San Rafael","2","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Graduado","2015-02-03T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2015-2","SEMESTRE 2","29"
"Femenino","Medellín","Colombia","Envigado","Barrio Mesa","2","Casado(a)","Saludcoop EPS  Organismo Cooperativo","D2","Urbana","Media","Empleado","A Pie","No aplica","Graduado","2015-07-15T10:00:00Z","NOCHE","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2016-1","SEMESTRE 2","35"
"Masculino","Envigado","Colombia","Envigado","La Sebastiana","3","Unión libre","Savia Salud","A1","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Activo","2021-09-07T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","14"
"Femenino","Envigado","Colombia","Envigado","Las Flores","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Particular Automóvil","Cabeza de familia","Graduado","2016-01-08T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2016-2","SEMESTRE 2","55"
"Masculino","Medellín","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","Suramericana","Sin respuesta","Urbana","Sin respuesta","Empleado","Moto","No aplica","Sancionado","2021-07-28T10:00:00Z","NOCHE","08T-TÉCNICO LABORAL EN AUTOMOTRIZ","2021-2","SEMESTRE 1","32"
"Masculino","Envigado","Colombia","Envigado","El Trianón","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Femenino","Envigado","Colombia","Envigado","La Mina","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2016-06-20T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2016-2","SEMESTRE 1","23"
"Femenino","Envigado","Colombia","Envigado","El Chinguí","2","Soltero(a)","Coomeva EPS","B1","Urbana - rural","Media","Desempleado","A Pie","No aplica","Sin estado",,"DIURNA","12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO",,,"21"
"Femenino","Medellín","Colombia","Envigado","La Mina","2","Casado(a)","No Aplica","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Sancionado","2016-01-23T10:00:00Z","DIURNA","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2016-1","SEMESTRE 1","44"
"Masculino","Apartadó","Colombia","Envigado","Los Naranjos","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Medellín","Colombia","Envigado","La Inmaculada","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante básica","A Pie","No aplica","Graduado","2018-02-05T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS","2019-1","SEMESTRE 2","20"
"Masculino","Medellín","Colombia","Medellín","Alcalá","3","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Media","Desempleado","A Pie","No aplica","Graduado","2017-07-13T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2018-1","SEMESTRE 2","22"
"Masculino","Envigado","Colombia","Itagui","San Francisco (Bariloche)","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","Cabeza de familia","Graduado","2018-01-11T10:00:00Z","NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2018-2","SEMESTRE 2","28"
"Masculino","Envigado","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","Policía Nacional","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Peatón","No aplica","Inactivo","2021-09-06T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","16"
"Femenino","Envigado","Colombia","Envigado","Las Flores","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Cancelado","2016-01-19T10:00:00Z","NOCHE","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2016-1","SEMESTRE 1","27"
"Masculino","Bogotá","Colombia","Itagui","San Gabriel","3","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Estudiante básica","Sin respuesta","No aplica","Sin estado",,"MEDIA TÉCNICA","MEDIA TÉCNICA MECÁNICA MOTOS",,,"21"
"Masculino","Medellín","Colombia","Envigado","El Trianón","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta","Estudiante superior","Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","DIURNA","TÉCNICO LABORAL EN DISEÑO GRAFICO","2015- 1","SEMESTRE 1","23"
"Masculino","Floridablanca","Colombia","Envigado","Las Flores","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Particular Motocicleta","No aplica","Sancionado","2020-01-29T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2020-1","SEMESTRE 1","25"
"Femenino","Sin respuesta","Colombia","Envigado","La Magnolia","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Graduado","2014-06-21T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2015- 1","SEMESTRE 2","34"
"Femenino","Medellín","Colombia","Envigado","San José","2","Soltero(a)","Cafesalud  EPS","Sin respuesta","Urbana","Básica secundaria","Empleado","Público Bus o Buseta","No aplica","Graduado","2016-01-22T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2017-2","SEMESTRE 2","29"
"Masculino","Envigado","Colombia","Envigado","Alcalá","4","Soltero(a)","EPS Sura","C","Rural","Sin respuesta","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2021-09-06T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","16"
"Femenino","Envigado","Colombia","Envigado","San José","3","Soltero(a)","SISBEN","A1","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Activo","2021-09-06T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Femenino","Envigado","Colombia","Envigado","Sin respuesta","2","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Media","Desempleado","A Pie","No aplica","Graduado","2016-02-02T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2018-2","SEMESTRE 2","27"
"Femenino","Sin respuesta","Colombia","Envigado","Barrio Mesa","3","Casado(a)","No Aplica","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Inactivo","2016-08-11T10:00:00Z","DIURNA","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2016-2","SEMESTRE 1","42"
"Masculino","Medellín","Colombia","Medellín","Aranjuez","3","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Empleado","Moto","No aplica","Graduado","2016-11-01T10:00:00Z","NOCHE","15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos)","2017-2","SEMESTRE 2","25"
"Masculino","Sin respuesta","Colombia","Envigado","Sin respuesta","2","Soltero(a)","EPS Sura","B","Urbana","Sin respuesta","Estudiante básica","Sin respuesta","No aplica","Inactivo","2021-09-02T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","0"
"Masculino","Envigado","Colombia","Envigado","El Salado","3","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Sin respuesta",,"Moto","No aplica","Sin estado",,"DIURNA","25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS",,,"25"
"Masculino","Medellín","Colombia","Envigado","La Magnolia","2","Soltero(a)","Savia Salud","C5","Urbana","Media","Estudiante superior","A Pie","No aplica","Activo","2022-02-08T10:00:00Z","DIURNA","08T-TÉCNICO LABORAL EN AUTOMOTRIZ","2022-1","SEMESTRE 1","54"
"Femenino","Envigado","Colombia","Envigado","El Salado","2","Soltero(a)","EPS Sura","A1","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2021-08-23T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","16"
"Femenino","España","Colombia","Envigado","El Dorado","3","Soltero(a)","EPS Sura","Sin respuesta",,"Básica secundaria","Estudiante básica","A Pie","No aplica","Inactivo","2019-11-21T10:00:00Z","MEDIA TÉCNICA","PROYECTOS FORMATIVOS MEDIA TECNICA","2018 - MT","ONCE","19"
"Femenino","Medellín","Colombia","Envigado","La Magnolia","3","Soltero(a)","Savia Salud","N0","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Cancelado","2018-02-02T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2018 - MT","DÉCIMO","20"
"Masculino","Itagui","Colombia","Envigado","Uribe Ángel","2","Divorciado(a)","EPS Sura","A2","Urbana","Media","Empleado","A Pie","No aplica","Activo","2022-02-08T10:00:00Z","NOCHE","12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO","2022-1","SEMESTRE 1","32"
"Femenino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","SISBEN","Sin respuesta","Urbana - rural","Media","Estudiante superior","Taxi","Cabeza de familia","Graduado","2015-07-23T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2020-2","SEMESTRE 2","27"
"Femenino","Medellín","Colombia","Envigado","El Salado","2","Unión libre","EPS Sura","C5","Urbana","Básica secundaria","Independiente","Público Bus o Buseta","No aplica","Activo","2022-02-11T10:00:00Z","NOCHE","07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES","2022-1","SEMESTRE 1","41"
"Femenino","Sin respuesta","Colombia","Envigado","Las Flores","3","Soltero(a)","EPS Sura","Sin respuesta","Rural","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2017-01-16T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2020-1","SEMESTRE 2","45"
"Masculino","Itagui","Colombia","Envigado","Sin respuesta","3","Unión libre","No Aplica","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Graduado","2015-06-17T10:00:00Z","NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2016-1","SEMESTRE 2","32"
"Femenino","Medellín","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-10-30T10:00:00Z","DIURNA","EXTENSIÓN - ESTANDARES DE INSPECCION SANITARIA","2020-2","SEMESTRE 1","43"
"Femenino","Medellín","Colombia","Medellín","Barrio Antioquia","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Cancelado","2020-08-08T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","17"
"Femenino","Medellín","Colombia","Envigado","Alcalá","3","Unión libre","EPS Sura","A3","Urbana","Media","Desempleado","Particular Motocicleta","No aplica","Graduado","2016-01-07T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2017-2","SEMESTRE 2","35"
"Masculino","Medellín","Colombia","Medellín","Sin respuesta","5","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","Moto","No aplica","Graduado","2017-07-17T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2019-1","SEMESTRE 2","23"
"Femenino","San Pedro De Urabá","Colombia","Envigado","Las Flores","4","Soltero(a)","SISBEN","C3","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Activo","2022-02-09T10:00:00Z","NOCHE","14T-TÉCNICO LABORAL EN CONTABILIDAD","2022-1","SEMESTRE 1","19"
"Femenino","Medellín","Colombia","Envigado","La Pradera","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Taxi","No aplica","Graduado","2016-07-08T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2019-1","SEMESTRE 2","32"
"Masculino","Medellín","Colombia","Envigado","Vereda - El Vallano","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Moto","No aplica","Graduado","2015-02-03T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2016-1","SEMESTRE 2","26"
"Femenino","Envigado","Colombia","Envigado","El Salado","2","Unión libre","Nueva Promotora de Salud - Nueva EPS","C16","Urbana","Media","Empleado","Carro Particular","No aplica","Inactivo","2016-05-04T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2016-2","SEMESTRE 1","29"
"Masculino","Envigado","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante básica","Sin respuesta","No aplica","Inactivo","2018-06-27T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MECÁNICA MOTOS","2016 - MT","ONCE","23"
"Femenino","Venezuela","Colombia","Envigado","Loma Del Barro","3","Unión libre","EPS Sura","C6","Urbana","Pregrado","Independiente","Público Bus o Buseta","No aplica","Aplazamiento Semestre","2021-07-31T10:00:00Z","NOCHE","22T-TÉCNICO LABORAL EN MARKETING DIGITAL","2021-2","SEMESTRE 1","25"
"Masculino","Envigado","Colombia","Caldas","El Raizal","2","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Media","Estudiante superior","Otro","No aplica","Graduado","2019-07-19T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2020-1","SEMESTRE 2","21"
"Masculino","Medellín","Colombia","Envigado","El Salado","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Peatón","No aplica","Graduado","2018-06-13T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2019-1","SEMESTRE 2","28"
"Femenino","Envigado","Colombia","Medellín","El Salado","1","Soltero(a)","SISBEN","N0","Urbana","Básica secundaria","Estudiante básica","Público Taxi","No aplica","Activo","2021-04-07T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA MARKETING DIGITAL","2021 - MT","DÉCIMO","17"
"Femenino","Cartagena","Colombia","Medellín","Alcalá","3","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","Público Bus o Buseta","No aplica","Graduado","2018-02-02T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2018 - MT","DÉCIMO","18"
"Femenino","Sin respuesta","Colombia","Envigado","Sin respuesta","3","Unión libre","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2014-06-21T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2014-2","SEMESTRE 1","34"
"Masculino","Medellín","Colombia","Itagui","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-17T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2020-2","SEMESTRE 1","20"
"Masculino","Itagui","Colombia","Envigado","Loma Del Barro","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Activo","2018-12-04T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019-2","SEMESTRE 2","22"
"Masculino","Sin respuesta","Colombia","Envigado","Obrero","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2014-06-21T10:00:00Z","NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2015- 1","SEMESTRE 2","25"
"Masculino","La Ceja","Colombia","Medellín","Las Lomas","2","Soltero(a)","Salud Total EPS","Sin respuesta","Rural","Básica secundaria","Empleado","Público Bus o Buseta","No aplica","Sin estado",,"NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)",,,"23"
"Masculino","Titiribí","Colombia","Envigado","El Trianón","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Inactivo","2016-05-12T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2017-2","SEMESTRE 1","38"
"Femenino","Envigado","Colombia","Envigado","La Mina","3","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Particular Automóvil","No aplica","Inactivo","2021-09-07T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Femenino","Medellín","Colombia","Envigado","El Portal",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-11-19T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2020-2","SEMESTRE 1","32"
"Masculino","Medellín","Colombia","Medellín","El Salado","2","Unión libre","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana - rural","Media","Estudiante superior","Público Bus o Buseta","No aplica","Cancelado","2018-01-29T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MECÁNICA MOTOS","2018 - MT","DÉCIMO","19"
"Femenino","Medellín","Colombia","Envigado","Las Flores","3","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2019-01-10T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2019-2","SEMESTRE 2","50"
