"incidentnum","servyr","servnumid","primaryoc","moniker","age_class","from_age","to_age","race","ethnic","sex","height","weight","build","complexion","eyes","glasses","hair","hairlenght","voice","facialhair","facialhaircolor","peculiarities","comment","created_on","updated_on"
"237706-2019","2019","237706-2019-01","F1-12990002-C4",,,"18","25","Black","Non-Hispanic or Latino","Male","6'00''",,,,,,,,,,,,"Clothing Description: BLACK STOCKING CAP AND BLACK PANTS Trademark: TALL AND SKINNY BM","2019-11-25 11:40:22.0000000","2019-11-25 11:40:24.0000000"
"137462-2018","2018","137462-2018-01","F2-12990001-C2","BALTIMORE",,"36","40","Black","Non-Hispanic or Latino","Male","5'09''","200","Medium",,,,"Black",,,,,,,"2018-06-26 23:13:34.0000000","2018-06-26 23:13:37.0000000"
"024963-2021","2021","024963-2021-02","MA-24110003-G8",,,"0","0","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2021-02-11 16:22:44.0000000","2021-02-19 10:43:37.0000000"
"105878-2018","2018","105878-2018-01","F2-22990002-E6",,,"20","30","Black",,"Male","6'60''",,,,,,,,,,,,"Clothing Description: BLUE SHIRT, GREY JORDANS, BLACK PANTS","2018-05-19 03:28:19.0000000","2018-05-19 03:28:23.0000000"
"170618-2018","2018","170618-2018-01","MA-22990004-F1",,,"45","55","Black","Non-Hispanic or Latino","Male","5'59''","150",,,,,,,,,,,,"2018-08-04 00:46:56.0000000","2018-08-04 00:46:58.0000000"
"135694-2020","2020","135694-2020-04","FS-24110003-G14",,,"0","0","White","Hispanic or Latino","Male",,,"Unknown","Unknown","Unknown",,"Black","Unknown","Unknown","None",,,,"2020-08-03 07:09:34.0000000","2021-04-03 14:55:25.0000000"
"032769-2020","2020","032769-2020-01","MB-23990191-F183",,,"0","0","Black","Non-Hispanic or Latino","Male","5'09''","175","Medium","Dark",,,,,,,,,"Clothing Description: GRAY HOODIE BLACK PANTS AND BLACK SHOES","2020-02-20 08:12:25.0000000","2020-05-21 10:18:13.0000000"
"189190-2019","2019","189190-2019-01","MB-29990042-L99",,,"25","26","White","Hispanic or Latino","Male","5'07''","155","Light",,,,"Black","Medium",,,,,"Clothing Description: WHITE HOODIE & UNK COLOR SHORTS","2019-09-24 11:18:07.0000000","2019-09-24 11:18:08.0000000"
"297787-2016","2016","297787-2016-01",,,,,,"Hispanic or Latino",,"Male",,,,,,,,,,,,,"Comments: BASED ON CCTV FOOTAGE, THE SUSPECT APPEARED TO BE A L/M. HOWEVER, THE VIDEO ONLY SHOWED THE SUSPECTS LEGS AND FEET. SUSPECT HAD SHORTS ON WITH RED SHOES.","2016-12-16 14:03:39.0000000","2016-12-16 14:03:39.0000000"
"061939-2017","2017","061939-2017-01",,"PLUMBER",,"55","60","White",,"Male","6'62''","250",,,,,"Black","Shaved",,,,,"Comments: PANHANDLES ON CORNER AND RIDES A BICYCLE","2017-03-19 19:26:48.0000000","2017-03-19 19:26:48.0000000"
"065683-2018","2018","065683-2018-01","MC-99999999-L75",,,"30","40","White","Hispanic or Latino","Male","5'10''","160",,,,,,,,,,,"Clothing Description: BLUE/BLACK JACKET * BLUE JEANS.","2018-03-29 13:25:21.0000000","2018-03-29 13:25:23.0000000"
"008712-2018","2018","008712-2018-02",,,,"16","20","Black",,"Male","6'00''","150",,,,,"Black",,,,,,,"2018-01-12 23:45:59.0000000","2018-01-12 23:45:59.0000000"
"124712-2019","2019","124712-2019-01","MB-23990191-F192",,,"17","99","Unknown","Unknown","Male",,,,,,,,,,,,,"Comments: DRIVER Clothing Description: BLUE SHIRT","2019-06-21 11:01:00.0000000","2019-06-21 11:01:00.0000000"
"160478-2019","2019","160478-2019-01","FS-24110003-G14",,,"0","0","Unknown",,"Male",,,,,,,,,,,,,,"2019-08-09 03:23:19.0000000","2021-03-05 22:20:02.0000000"
"050179-2017","2017","050179-2017-01",,,,,,"Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,"Additional Clothing: ALL BLACK","2017-03-07 16:35:30.0000000","2017-03-07 16:35:30.0000000"
"100898-2021","2021","100898-2021-02","FS-24110003-G13",,,"0","0","White","Hispanic or Latino","Male",,,,,,,,,,,,,,"2021-06-08 02:00:43.0000000","2021-06-25 08:21:19.0000000"
"304911-2016","2016","304911-2016-04",,,,,,"Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,"Additional Clothing: DARK CLOTHING","2016-12-24 01:24:34.0000000","2016-12-24 01:24:34.0000000"
"074371-2015","2015","074371-2015-01",,,,,,"Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2015-04-04 12:16:07.0000000","2015-04-04 12:16:07.0000000"
"268923-2016","2016","268923-2016-01",,,,"25","35","Hispanic or Latino","Hispanic or Latino","Male","5'10''","230",,,,,"Black","Unknown",,,,,"Shirt: WHITE T-SHIRT Jacket: NONE Pants: SHORTS Shoe: TENNIS","2016-11-10 01:57:21.0000000","2016-11-10 01:57:21.0000000"
"023526-2016","2016","023526-2016-02",,,,,,"Black",,"Male","6'00''","180",,,,,,,,,,,,"2016-02-04 03:11:30.0000000","2016-02-04 03:11:30.0000000"
"257494-2019","2019","257494-2019-03",,,,"17","99","Black",,"Male",,,,,,,,,,,,,"Clothing Description: BLACK HOODIE/ GRAY SWEATPANTS/ MASK AND GLOVES","2019-12-24 21:53:07.0000000","2019-12-24 21:53:07.0000000"
"250806-2018","2018","250806-2018-01","MB-54990008-V13",,,"17","99","Black",,"Male",,,,,,,,,,,,,,"2018-11-28 12:57:46.0000000","2018-11-28 12:57:48.0000000"
"278027-2018","2018","278027-2018-02","MB-23990191-F183",,,"17","99","White","Hispanic or Latino","Male",,,,,,,,,,,,,,"2018-12-30 00:17:59.0000000","2018-12-30 00:18:01.0000000"
"062573-2020","2020","062573-2020-01","F2-22990002-E5",,,"20","25","White","Hispanic or Latino","Male","5'08''","130","Thin",,,,"Black",,,,,,"{\rtf1\ansi\deff0{\fonttbl{\f0\fnil\fcharset0 Arial;}} {\colortbl ;\red0\green0\blue0;} \viewkind4\uc1\pard\cf1\lang1033\b\fs16 WORE GLOVES\par }","2020-04-06 18:24:20.0000000","2020-04-07 09:43:26.0000000"
"192342-2020","2020","192342-2020-01","F1-12990002-C4",,,"54","58","Black","Non-Hispanic or Latino","Male","5'11''","240","Heavy","Dark",,,,,,,,,"Clothing Description: GREY BEANIE, GREEN JACKET, DARK PANTS, MULTI COLOR FLANEL SHIRT Trademark: BUMPS OR MOLES AROUND HIS MOUTH","2020-10-27 22:14:09.0000000","2020-10-27 22:14:09.0000000"
"054898-2019","2019","054898-2019-01","F2-22990002-E5",,,"30","40","Black",,"Male","5'58''","160",,,,,,"Bald",,,,,"Clothing Description: LSW LONG SLEEVES GREEN SHIRTS/GRAY SWEAT PANTS","2019-03-19 17:44:18.0000000","2019-03-19 17:44:19.0000000"
"249897-2015","2015","249897-2015-01",,,,"18","20","Hispanic or Latino","Hispanic or Latino","Male","5'08''","165",,,,,,,,,,,"Additional Clothing: BLUE SHORTS/ WHITE T-SHIRT","2015-10-27 15:23:31.0000000","2015-10-27 15:23:31.0000000"
"085482-2020","2020","085482-2020-01","F1-12990002-C4",,,"50","60","Black",,"Male","5'58''","165","Medium","Dark",,"Yes","Other","Short",,"Beard",,,"Clothing Description: BLACK/GREY HAIR","2020-05-14 16:01:50.0000000","2020-05-14 16:01:54.0000000"
"204786-2020","2020","204786-2020-01","MC-99999999-L194",,,"20","30","White","Hispanic or Latino","Male",,,,,,,,,,,,,,"2020-11-16 09:01:04.0000000","2020-11-16 09:01:06.0000000"
"023877-2021","2021","023877-2021-01","MA-13990001-H1","SPIDER",,"30","35","White","Hispanic or Latino","Male","5'03''","180",,"Medium",,,"N/A","Shaved",,"Mustache",,,"Clothing Description: BLACK BALLCAP, BLACK SHIRT & BLACK JACKET, BLACK PANTS Trademark: TEARDROP TATTOO LEFT CHEEK, MUSTACH PENCIL THIN","2021-02-09 02:39:57.0000000","2021-02-09 02:39:58.0000000"
"167106-2017","2017","167106-2017-03",,,,,,,,"Male",,,,,,,,,,,,,,"2017-07-28 02:13:54.0000000","2017-07-28 02:13:54.0000000"
"153915-2016","2016","153915-2016-01",,,,"18","23","Black","Non-Hispanic or Latino","Male","6'00''","150","Light","Dark","Brown",,"Black","Medium",,,,,"Shirt: RED Pants: RED ATHLETIC SHORTS Shoe: RED SLIP ON SHOES","2016-06-26 16:57:43.0000000","2016-06-26 16:57:43.0000000"
"092320-2021","2021","092320-2021-01","F1-12990002-C3",,,"20","30","Black","Non-Hispanic or Latino","Male","5'56''","140",,,,,,,,,,,,"2021-05-26 15:17:44.0000000","2021-05-26 15:18:18.0000000"
"126592-2020","2020","126592-2020-01","MB-23990191-F183",,,"20","30","White","Hispanic or Latino","Male","5'06''","170","Heavy",,,,"Black","Short",,,,,"Clothing Description: UNK CLOTHING","2020-07-20 13:48:52.0000000","2020-07-20 13:48:53.0000000"
"180017-2019","2019","180017-2019-02","FS-24110003-G15",,,"0","0","Unknown","Unknown","Male",,,,,,,,,,,,,,"2019-09-04 13:32:06.0000000","2020-03-23 16:25:59.0000000"
"246932-2017","2017","246932-2017-01",,,,,,"Unknown","Non-Hispanic or Latino","Male","6'60''","200","Muscular","Medium","Unknown",,"Black","Medium","Unknown","Other","N/A",,"Shirt: STRIP T-SHIRT Jacket: NONE Pants: DARK PANTS Shoe: UNK Hat: NONE Additional Clothing: SEE ABOVE","2017-10-28 21:02:38.0000000","2017-10-28 21:02:38.0000000"
"130443-2016","2016","130443-2016-01",,,,,,"White",,"Male","6'00''","215","Heavy",,,,,,,,,,,"2016-05-31 08:35:57.0000000","2016-05-31 08:35:57.0000000"
"162502-2021","2021","162502-2021-01","FS-22990001-E1",,,"0","0","Unknown","Unknown","Male",,,,,,,,,,,,,,"2021-09-09 13:06:58.0000000","2021-09-14 22:56:14.0000000"
"138584-2017","2017","138584-2017-02",,,,"20","28","Black",,"Male",,,,,,,,,,,,,,"2017-06-19 08:16:38.0000000","2017-06-19 08:16:38.0000000"
"086720-2019","2019","086720-2019-01","MA-13990001-H1","ROC",,"40","45","Black",,"Male","5'08''","140","Medium","Dark",,"No","Black","Unknown",,,,,"Clothing Description: WHITE T-SHIRT, BLACK PANTS, AND RED HAT.","2019-05-02 03:45:06.0000000","2019-05-02 03:45:08.0000000"
"050863-2020","2020","050863-2020-01","MA-22990004-F1","U",,"0","0","Black","Unknown","Male",,,,,,,,,,,,,,"2020-03-26 12:29:15.0000000","2020-06-02 08:31:33.0000000"
"089595-2019","2019","089595-2019-01","F2-13150004-D3",,,"30","40","Black","Unknown","Male","5'11''","180","Medium","Medium",,,,,,,,,"Clothing Description: RED & WHITE SHIRT, JEANS","2019-05-06 01:59:17.0000000","2019-05-06 01:59:17.0000000"
"133137-2021","2021","133137-2021-01","FS-24110003-G14",,,"0","0","Unknown","Unknown","Male",,,,"Dark",,,,,,,,,,"2021-07-27 13:29:48.0000000","2021-08-04 21:23:19.0000000"
"095912-2017","2017","095912-2017-01",,,,,,"Hispanic or Latino","Hispanic or Latino","Male",,,,,,,,,,,,,"Comments: UNK SUSP  BROKE COMP'S EXTERIOR WINDOW AND FLED LOCATION. Shirt: BLACK T-SHIRT Additional Clothing: SEE ABOVE","2017-04-29 23:41:47.0000000","2017-04-29 23:41:47.0000000"
"053653-2021","2021","053653-2021-02","F2-12990001-C1",,,"17","25","Black","Non-Hispanic or Latino","Male","5'09''","180",,"Dark",,,"Black",,,,,,"Clothing Description: BLACK SHIRT. Trademark: LOOKOUT","2021-03-29 22:49:34.0000000","2021-03-29 22:49:36.0000000"
"216620-2019","2019","216620-2019-01","FS-23990194-F195",,,"18","22","Black",,"Male","5'10''","150",,,,,,,,,,,,"2019-10-25 19:37:00.0000000","2019-10-25 19:37:01.0000000"
"188643-2016","2016","188643-2016-01",,,,"45","50","White","Non-Hispanic or Latino","Male",,,,,,,,,,,,,"Shirt: RED TEE SHIRT Pants: SHORTS Additional Clothing: RED TEE SHIRT KHAKI SHORTS","2016-08-06 15:19:51.0000000","2016-08-06 15:19:51.0000000"
"008548-2021","2021","008548-2021-01","F3-52130005-D48",,,"0","0","Unknown","Non-Hispanic or Latino","Male","5'07''","190","Slight","Unknown","Unknown","No","N/A","Other","Unknown","None","N/A",,"Clothing Description: BLACK MASK, BLUE SWEATER.","2021-01-15 05:53:53.0000000","2021-02-01 09:22:50.0000000"
"282898-2017","2017","282898-2017-02",,,,"20","30","Black","Non-Hispanic or Latino","Male","6'00''","190","Muscular",,,,,"Long",,,,,,"2017-12-14 01:00:33.0000000","2017-12-14 01:00:33.0000000"
"150716-2020","2020","150716-2020-01","MB-54990008-V13",,,"25","30","White","Hispanic or Latino","Male","6'60''","185","Slight","Light",,,"Black","Shaved",,,,,"Clothing Description: BLACK SHIRT/ TAN SHORTS/ GRAY SHOES Trademark: TATTOOS ON LEFT ARM AND TATTOOS ON RIGHT HAND","2020-08-25 21:05:28.0000000","2020-08-25 21:05:29.0000000"
"274892-2018","2018","274892-2018-01",,,,"25","55","Unknown",,"Male",,,,,,,,,,,,,,"2018-12-28 01:55:44.0000000","2018-12-28 01:55:44.0000000"
"098850-2017","2017","098850-2017-01",,,,,,"Black","Non-Hispanic or Latino","Male",,,,,,,"Black",,,,,,,"2017-05-22 18:30:16.0000000","2017-05-22 18:30:16.0000000"
"083070-2018","2018","083070-2018-01","F2-12990001-C2",,,"18","28","White","Hispanic or Latino","Male","5'54''","100",,,,,,,,,,,,"2018-04-20 23:16:35.0000000","2018-04-20 23:16:39.0000000"
"058067-2018","2018","058067-2018-01","MB-54990007-V11",,,"20","30","White",,"Male",,,,,,,,,,,,,,"2018-03-26 16:24:07.0000000","2018-03-26 16:24:11.0000000"
"202731-2020","2020","202731-2020-02","F1-12990002-C4",,,"30","35","White",,"Male",,,,,,,,,,,,,,"2020-11-12 23:22:51.0000000","2020-11-12 23:22:52.0000000"
"238572-2016","2016","238572-2016-01",,,,"23","27","Hispanic or Latino","Hispanic or Latino","Male","6'60''","180","Medium","Light","Brown",,"Black","Short","Accent","None","N/A",,"Shirt: TEE SHIRT Jacket: NONE Pants: BROWN PANTS Hat: NONE Additional Clothing: TEE SHIRT, BROWN PANTS","2016-10-04 17:12:16.0000000","2016-10-04 17:12:16.0000000"
"182264-2021","2021","182264-2021-01","FS-24110003-G15",,,"0","0","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2021-10-14 08:55:14.0000000","2021-10-19 10:48:59.0000000"
"098862-2020","2020","098862-2020-01","F1-13140002-D2",,,"15","20","White","Hispanic or Latino","Male","5'55''","120","Thin","Dark",,,"Black","Short",,,,,"Comments: SHORT HAIR WITH A LINE SHAVED ON THE TOP/ SIDE OF HEAD Clothing Description: NO TSHIRT. 2 GOLD CHAINS. Trademark: TATTOO ON LEAFT CHEST AND LEFT SHOULDER.","2020-06-04 23:33:48.0000000","2020-06-04 23:33:49.0000000"
"089539-2017","2017","089539-2017-01",,,,"22","25","Black",,"Male","5'06''","130","Light","Medium",,,,,,,,,"Shirt: WHITE T-SHIRT Pants: RED SHORTS Additional Clothing: WHITE T-SHIRT, RED SHORTS","2017-04-22 03:02:16.0000000","2017-04-22 03:02:16.0000000"
"166228-2015","2015","166228-2015-01",,,,"20","25","Hispanic or Latino","Hispanic or Latino","Male","5'07''","180","Medium","Light",,,"Black","Short",,,,,"Comments: POINTED GUN AT COMP, FORCED TO LIE DOWN, AND SHOT AT HIM Shirt: RED TALL T SHIRT Pants: BLUE JEANS Shoe: WHITE Additional Clothing: L/M RED TALL T-SHIRT W/ DESIGNS AND WRITING, BLUE JEANS, WHITE TENNIS SHOES Trademark: TATTOOS ON ARMS, TATTOO OR MOLE ON LEFT CHEEK","2015-07-21 02:50:36.0000000","2015-07-21 02:50:36.0000000"
"231629-2015","2015","231629-2015-01",,"D-MONEY",,"20","25","Black","Non-Hispanic or Latino","Male","5'02''","160","Small","Dark",,"Yes","Black","Short",,"None","N/A",,"Shirt: WHITE T-SHIRT Pants: CAMOFLAUGE Additional Clothing: WHITE T-SHIRT, CAMOFLAUGE","2015-10-06 07:18:46.0000000","2015-10-06 07:18:46.0000000"
"143322-2019","2019","143322-2019-02","NA-99999999-Z5",,,"17","99","White",,"Male",,,,,,,,,,,,,,"2019-07-16 12:44:12.0000000","2019-07-16 12:44:12.0000000"
"228373-2020","2020","228373-2020-02","F2-13150005-D4",,,"17","99","Black","Non-Hispanic or Latino","Male","5'52''",,,,,,,"Short",,,,,"Clothing Description: BLACK COAT, BLACK HAT","2020-12-23 01:40:42.0000000","2020-12-23 01:40:48.0000000"
"091991-2019","2019","091991-2019-01","MA-53990001-H21",,,"20","21","Black",,"Male","6'60''","200",,,,,,,,,,,"Clothing Description: BLACK T-SHIRT-BLACK SHORTS-BLACK BACK PACK","2019-05-09 05:04:56.0000000","2019-05-09 05:05:03.0000000"
"309458-2014","2014","309458-2014-01",,,,"20","29","Black",,"Male","6'01''",,"Medium",,,,"Black","Medium",,,,,"Trademark: BIG ""BUGGY EYES""; TALL FLAT TOP HAIR STYLE","2015-01-02 21:08:42.0000000","2015-01-02 21:08:42.0000000"
"094086-2019","2019","094086-2019-06","MA-13990001-H1",,,"17","99","Black","Non-Hispanic or Latino","Male","5'10''","200",,,,,,,,,,,"Clothing Description: RED SHIRT","2019-06-06 03:21:31.0000000","2019-06-06 03:21:30.0000000"
"193508-2021","2021","193508-2021-01","MA-53990001-H66",,,"20","30","Black","Unknown","Male","5'10''",,,,,,"Black","Short",,,,,"Clothing Description: SHIRTLESS, NAVY BLUE BASKETBALL SHORTS WITH ORANE TRIM, NIKE SHOES","2021-10-27 10:47:54.0000000","2021-10-27 10:47:55.0000000"
"250407-2016","2016","250407-2016-01",,,,"18","20","Black","Non-Hispanic or Latino","Male","4'04''","130","Light",,,,"Black","Short",,,,,,"2016-10-20 14:13:23.0000000","2016-10-20 14:13:23.0000000"
"266628-2016","2016","266628-2016-01",,,,,,"Black",,"Male",,,,,,,,,,,,,"Shirt: BLUR/WHITE STRIPE SHIRT Shoe: WHITE TENNIS SHOES Additional Clothing: SEE ABOVE","2016-11-07 01:34:25.0000000","2016-11-07 01:34:25.0000000"
"054405-2019","2019","054405-2019-01","F1-12990002-C3",,,,,"White","Hispanic or Latino","Male","5'08''","170",,,,,,,,,,,"Clothing Description: RED MICKEY MOUSE SWEATER, BLUE PANTS, BLACK GLOVES, TATTOOES.","2019-03-18 20:59:34.0000000","2019-10-15 12:49:16.0000000"
"022423-2018","2018","022423-2018-01",,,,"40","50","Black",,"Male","6'00''","160","Medium",,,,"N/A","Bald",,,,,,"2018-01-31 00:03:34.0000000","2018-01-31 00:03:34.0000000"
"008931-2019","2019","008931-2019-01","MB-29990042-L99",,,"20","30","Black",,"Male","5'10''","190",,,,,,,,,,,,"2019-01-14 00:59:21.0000000","2019-01-14 00:59:23.0000000"
"061570-2018","2018","061570-2018-01","F1-12990002-C4",,,"17","20","Black",,"Male","5'08''","130",,,,,,,,,,,"Clothing Description: BEIGE JACKET","2018-03-24 00:04:16.0000000","2018-03-24 00:04:18.0000000"
"042885-2019","2019","042885-2019-04","MA-13990001-H1",,,"25","30","White","Hispanic or Latino","Male",,,,,,,,,,,,,"Clothing Description: UNKNOWN","2019-03-03 05:51:18.0000000","2019-03-03 05:51:19.0000000"
"057345-2017","2017","057345-2017-01",,,,"35","42","Black","Non-Hispanic or Latino","Male","6'62''","220","Muscular",,,,"Black",,,"Beard","Black",,"Jacket: BLACK HODDIE Pants: KHAKI PANTS Shoe: BROWN SHOES Additional Clothing: BLACK HODDIE, KHAKI PANTS, BROWN SHOES, LOOKS HOMELESS","2017-03-14 01:59:44.0000000","2017-03-14 01:59:44.0000000"
"108006-2017","2017","108006-2017-01",,,,,,"Black",,"Male",,,,,"Brown",,"Black",,,,,,"Shirt: BLACK Pants: BLACK","2017-05-14 10:44:53.0000000","2017-05-14 10:44:53.0000000"
"019977-2019","2019","019977-2019-03",,,,"16","30","Black",,"Male",,"150","Thin","Medium",,,,"Short",,,,,"Comments: UNKNOWN PERSON GOT OUT OF THE PASSENGER SIDE OF THE CHRYSLER AND ASSISTED IN THE ILLEGAL DUMPING.","2019-01-31 23:11:07.0000000","2019-01-31 23:11:07.0000000"
"269506-2016","2016","269506-2016-01",,,,"25","30","Black","Non-Hispanic or Latino","Male","5'10''","140",,,,,,,,,,,"Comments: RED SHIRT, GRAY SHORTS","2016-11-10 13:57:24.0000000","2016-11-10 13:57:24.0000000"
"166914-2020","2020","166914-2020-04","F1-12990002-C4",,,"0","0","White","Hispanic or Latino","Male",,,"Heavy",,,,,,,,,,"Clothing Description: WEARING PURPLE SHIRT","2020-09-19 04:31:12.0000000","2021-02-05 08:34:36.0000000"
"108376-2017","2017","108376-2017-01",,,,,,"Hispanic or Latino",,"Male",,,"Heavy","Medium","Brown",,,"Bald","Unknown",,,,"Shirt: WHITE","2017-05-14 22:15:59.0000000","2017-05-14 22:15:59.0000000"
"226158-2017","2017","226158-2017-01",,,,"22","25","Hispanic or Latino",,"Male",,,,,,,,,,,,,"Additional Clothing: WORE BANDANA Trademark: MUSTACHE GOATEE","2017-10-03 18:00:41.0000000","2017-10-03 18:00:41.0000000"
"282211-2016","2016","282211-2016-02",,,,,,"Black",,"Male",,,"Heavy",,,,,,,,,,"Shirt: GRAY Pants: BROWN Additional Clothing: GRAY SHIRT AND BROWN PANTS","2016-11-26 13:32:42.0000000","2016-11-26 13:32:42.0000000"
"174521-2020","2020","174521-2020-01","F2-22990002-E5",,,"0","0","Black","Unknown","Male",,,"Thin","Dark",,,,,,,,,"Clothing Description: SUSPECT WAS WEARING BLACK/WHITE BALL CAP, BLACK SHIRT, LIGHT PANTS, AND LIGHT SHOES","2020-10-21 07:37:42.0000000","2021-01-04 13:43:35.0000000"
"142089-2020","2020","142089-2020-01","MA-35640023-O118",,,"24","26","Black",,"Male",,,,,,,,,,,,,,"2020-08-12 22:19:51.0000000","2020-08-12 22:19:58.0000000"
"139358-2016","2016","139358-2016-01",,,,"50","60","Hispanic or Latino","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2016-06-10 04:36:00.0000000","2016-06-10 04:36:00.0000000"
"004188-2020","2020","004188-2020-01","F1-12990002-C3",,,"17","99","Black","Non-Hispanic or Latino","Male",,,,"Dark",,,"Black",,,,,,"Clothing Description: ALL GRAY. GRAY HOODIE AND A GRAY MUUSCLE SHIRT OVER HIS HALF HIS FACE","2020-01-17 03:12:34.0000000","2020-01-17 03:12:37.0000000"
"209406-2020","2020","209406-2020-01","FS-22990001-E1",,,"20","40","Black","Unknown","Male","6'60''","200","Medium",,,,"N/A","Unknown",,,,,"Clothing Description: WHITE FACE MASK. TAN COAT WITH BLACK HOODIE UNDERNEATH, HOOD COVERING HEAD. MATCHING TAN COLD WEATHER PANTS AND BROWN SHOES Trademark: CARRYING PRY BAR","2020-11-22 22:54:18.0000000","2020-11-22 22:54:25.0000000"
"073654-2019","2019","073654-2019-01","NA-99999999-Z3",,,"20","35","White",,"Male",,,,,,,,,,,,,"Comments: 3 UNK SUSPS WITH THE SAME DESCRIPTION. Clothing Description: TSHIRT","2019-04-14 05:21:14.0000000","2019-04-14 05:21:16.0000000"
"309787-2016","2016","309787-2016-02",,,,"20","30","Black",,"Male","5'07''","145","Slight",,,,,,,,,,"Additional Clothing: DARK HOODIE AND DARK JEANS","2017-01-03 18:44:35.0000000","2017-01-03 18:44:35.0000000"
"026126-2019","2019","026126-2019-02","MA-22990004-F1",,,"17","99","Black",,"Male",,,,,,,,,,,,,,"2019-02-08 02:55:32.0000000","2019-02-08 02:55:47.0000000"
"196427-2017","2017","196427-2017-02",,,,,"20","Black",,"Male",,,"Light",,,,,,,,,,,"2017-08-27 23:12:49.0000000","2017-08-27 23:12:49.0000000"
