"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","address1","address2","city","state","zip","phonenumber","licenseeffectivedate","licenseexpirationdate","businesstypecode","businesstypecodedesc","specialtycode1","specialtycode1desc","specialtycode2","specialtycode2desc","ubi","primaryprincipalname","statuscode","contractorlicensestatus","contractorlicensesuspenddate"
"YAKIMA PLUMBING DEPT","YAKIMPD783DN","PC","PLUMBING CONTRACTOR","802 W WASHINGTON AVE",,"UNION GAP","WA","98903","5098330209","2022-03-15T00:00:00.000","2024-03-15T00:00:00.000","I","Individual","01","JOURNEY LEVEL",,,"602614025","BREITENFELDT, TODD M","B","SUPERCEDED",
"DEAN PLUMBING INC","DEANPPI799OZ","PC","PLUMBING CONTRACTOR","6033 PIONEER DR",,"CASHMERE","WA","98815","5097824390","2021-10-06T00:00:00.000","2023-10-06T00:00:00.000","C","Corporation","01","JOURNEY LEVEL",,,"602642867","Link, Dean Robert","A","ACTIVE",
"SC CONTRACTING","SCCONC*811N3","CC","CONSTRUCTION CONTRACTOR","4484 140TH AVE SE",,"BELLEVUE","WA","98006","9167431643","2019-08-23T00:00:00.000","2023-10-28T00:00:00.000","I","Individual","01","GENERAL",,,"604499521","CALDWELL, SCOTT OWEN","A","ACTIVE",
"NORTHWEST TRADITIONS INC","NORTHTI041J5","CC","CONSTRUCTION CONTRACTOR","3104 WEIGEL AVE",,"VANCOUVER","WA","98660","3606086443","1996-04-25T00:00:00.000","2023-10-23T00:00:00.000","C","Corporation","01","GENERAL",,,"601675206","SWINDELL, EDWARD RUSSELL","A","ACTIVE",
"J&S PLUMBING & MECHANICAL INC","JSPLUPM786L4","PC","PLUMBING CONTRACTOR","1127 74TH ST SE  UNIT A",,"EVERETT","WA","98203","4252992569","2022-06-17T00:00:00.000","2024-06-17T00:00:00.000","C","Corporation","01","JOURNEY LEVEL",,,"604283174","KNYPSTRA, SHARON KAY","A","ACTIVE",
"PROFICIENT PLUMBING LLC","PROFIPL870PN","CC","CONSTRUCTION CONTRACTOR","9208 NE HIGHWAY 99","STE 107-27","VANCOUVER","WA","98665","3605580620","2013-10-15T00:00:00.000","2021-10-15T00:00:00.000","L","Limited Liability Company","AD","PLUMBING",,,"603334501","FORBES, WILLIAM RINEHART","R","RE-LICENSED","2021-10-14T00:00:00.000"
"A LEON CONSTRUCTION LLC","LEONCLC806BS","CC","CONSTRUCTION CONTRACTOR","6722 200TH ST SW","STE A","LYNNWOOD","WA","98036","4255300259","2020-01-10T00:00:00.000","2022-01-10T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604552053","CORRAL, ANTONIO LEON","E","EXPIRED",
"PATTERSON CREEK LNDSCPG LLC","PATTECL831PB","CC","CONSTRUCTION CONTRACTOR","2602 S 38TH ST","PMB 237","TACOMA","WA","98409","4258308113","2017-10-02T00:00:00.000","2021-10-07T00:00:00.000","L","Limited Liability Company","BW","LANDSCAPING",,,"604164664","KURASPEDIANI, TIMOTHY SCOTT","E","EXPIRED","2021-07-16T00:00:00.000"
"SHEVTSOFF FLOORING","SHEVTF*816PG","CC","CONSTRUCTION CONTRACTOR","650 DUVALL AVE NE APT I932",,"RENTON","WA","98059","2063319262","2019-10-07T00:00:00.000","2021-10-07T00:00:00.000","I","Individual","RE","Tile, Ceramic, Mosaic, Natural and MFG Stone",,,"603347237","SHAUTSOU, ALIAKSANDAR","E","EXPIRED","2020-10-01T00:00:00.000"
"EMPIRICAL COMPANY INC","EMPIRCI870DA","CC","CONSTRUCTION CONTRACTOR","10406 S 952 PR SE",,"KENNEWICK","WA","99338","5097351848","2013-03-01T00:00:00.000","2024-04-12T00:00:00.000","C","Corporation","01","GENERAL",,,"603269572","DELORME, EDWARD STEPHEN","A","ACTIVE",
"THOMAS PAINTNG/PRSSR WSHNG LLC","THOMAPW803RG","CC","CONSTRUCTION CONTRACTOR","4550 S HANDERSON ST  #102",,"SEATTLE","WA","98118","2064345110","2020-12-14T00:00:00.000","2022-12-14T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604653839","THOMAS, CALVIN HERMAN  JR","S","SUSPENDED","2021-10-07T00:00:00.000"
"CUSTOM HOME & CMRCL PROPERTIES","CUSTOHC066BC","CC","CONSTRUCTION CONTRACTOR","1230 E TIMBERTIDES DR",,"UNION","WA","98592","3608983600","1994-01-03T00:00:00.000","2023-06-16T00:00:00.000","I","Individual","01","GENERAL",,,"601513507","CROW, RODNEY ALEXANDER","A","ACTIVE",
"LAWN ESTHETIC LLC","LAWNEEL842JJ","CC","CONSTRUCTION CONTRACTOR","6201 Pacific Ave Ste B6",,"TACOMA","WA","98408","2533204907","2016-04-11T00:00:00.000","2024-07-13T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603571606","Akins, Willy Francis","A","ACTIVE",
"MIKE BACH DRILLING COMPANY","MIKEBBD783UD","EC","ELECTRICAL CONTRACTOR","3340 WILSON CREEK RD",,"ELLENSBURG","WA","98926","5099256320","2022-03-04T00:00:00.000","2024-03-04T00:00:00.000","C","Corporation","03","PUMP & IRRIGATION","90",,"600348744","Back, Jeremy Joseph","A","ACTIVE",
"RS REMODEL AND REPAIR","RSREMRR787JK","CC","CONSTRUCTION CONTRACTOR","12928 182ND AVE SE",,"SNOHOMISH","WA","98290","4253142956","2022-04-12T00:00:00.000","2024-04-12T00:00:00.000","I","Individual","01","GENERAL",,,"602096773","SCHRUMP, ROD DOUGLAS","A","ACTIVE",
"SANCTUAIRE","SANCT**808QK","CC","CONSTRUCTION CONTRACTOR","408 E 83RD ST",,"TACOMA","WA","98404","2532308136","2020-11-12T00:00:00.000","2022-11-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603546033","SKAAR, JAMIE LEE","S","SUSPENDED","2021-10-07T00:00:00.000"
"SHELLSCAPES","SHELL**783DG","CC","CONSTRUCTION CONTRACTOR","1191 NAKATA PL NW",,"BAINBRIDGE ISLAND","WA","98110","2536709948","2022-03-04T00:00:00.000","2024-03-04T00:00:00.000","I","Individual","01","GENERAL",,,"604653754","SOBOIL, MARK LUCAS","A","ACTIVE",
"ARBOREAL TREE SERVICE","ARBORTS811BB","CC","CONSTRUCTION CONTRACTOR","12529 SE MAY CREEK PARK DR",,"NEWCASTLE","WA","98056","4259190993","2019-01-02T00:00:00.000","2023-01-07T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604331516","GRIBTSOV, ALEXANDER","A","ACTIVE",
"BB DRILLING","BBDRID*808BS","CC","CONSTRUCTION CONTRACTOR","PO Box 3609",,"OMAK","WA","98841","5094291463","2020-01-10T00:00:00.000","2022-01-10T00:00:00.000","I","Individual","01","GENERAL",,,"604565802","Bedard, Basil Lee","E","EXPIRED",
"PIONEER TREE SERVICE LLC","PIONETS814PG","CC","CONSTRUCTION CONTRACTOR","1612 Electric Ave",,"BELLINGHAM","WA","98229","3606479233","2019-10-07T00:00:00.000","2021-10-07T00:00:00.000","L","Limited Liability Company","RF","Tree Removal Service",,,"604502383","Lalonde, Joseph Anthony","E","EXPIRED","2020-03-27T00:00:00.000"
"WILKINS METAL WORKS LLC","WILKIMW810RP","CC","CONSTRUCTION CONTRACTOR","20804 WHITTIER DR",,"GREENLEAF","ID","83626","2089219483","2020-01-15T00:00:00.000","2024-04-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604549513","WILKINS, RYAN L","A","ACTIVE",
"KELLY'S GUARANTEED INSTALLTNS","KELLYGI876DD","CC","CONSTRUCTION CONTRACTOR","2213 f st",,"VANCOUVER","WA","98661","3605678985","2013-03-04T00:00:00.000","2021-10-07T00:00:00.000","I","Individual","01","GENERAL",,,"602076477","ALLAN, KELLY RAY","E","EXPIRED","2021-10-07T00:00:00.000"
"CHORUS CONSTRUCTION","CHORUC*833ND","CC","CONSTRUCTION CONTRACTOR","5554 NE GUNDERSON RD",,"POULSBO","WA","98370","2064035151","2017-08-04T00:00:00.000","2021-10-07T00:00:00.000","I","Individual","01","GENERAL",,,"604147952","BARAN-MICKLE, CHRISTOPHER","E","EXPIRED","2020-02-03T00:00:00.000"
"LANE CLAPSHAW","LANECC*815PG","CC","CONSTRUCTION CONTRACTOR","509 1/2 W A St",,"MOSCOW","ID","83843","2083105501","2019-10-07T00:00:00.000","2021-10-07T00:00:00.000","I","Individual","01","GENERAL",,,"602740072","Clapshaw, Lane Eugene","E","EXPIRED","2020-07-08T00:00:00.000"
"GREEN TOP CONSTRUCTION LLC","GREENTC823O6","CC","CONSTRUCTION CONTRACTOR","19428","66th Ave S Suite Q100","Kent","WA","98032","2537545441","2018-09-26T00:00:00.000","2022-09-29T00:00:00.000","L","Limited Liability Company","SM","Heating/Vent/Air-Conditioning and Refrig (HVAC/R)",,,"604323004","BELETSKIY, RUSLAN PAVLOVICH","A","ACTIVE",
"TRITAN PLUMBING INC","TRITAPI796OP","PC","PLUMBING CONTRACTOR","6223 W DESCHUTES AVE  #107",,"KENNEWICK","WA","99336","5094382214","2022-06-30T00:00:00.000","2024-06-30T00:00:00.000","C","Corporation","02","RESIDENTIAL",,,"603353491","STRIDE, THOMAS EDWIN","A","ACTIVE",
"PACIFIC FACILITY SERVICES LLC","PACIFFS831LG","CC","CONSTRUCTION CONTRACTOR","2620 2nd Ave",,"SEATTLE","WA","98121","2069850110","2017-06-07T00:00:00.000","2024-04-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604087703","Scott, Philip Q","A","ACTIVE",
"GARCIA'S ARTC WROUGHT IRON LLC","GARCIAW811JT","CC","CONSTRUCTION CONTRACTOR","6427 67TH PL NE",,"MARYSVILLE","WA","98270","4252327344","2019-04-30T00:00:00.000","2023-04-30T00:00:00.000","L","Limited Liability Company","RI","Welding and Ornamental Metal",,,"604445119","GARCIA, JOEL GARCIA","A","ACTIVE",
"MORNING SUN LNDSCPNG & TR SRVC","MORNISL807CO","CC","CONSTRUCTION CONTRACTOR","PO BOX 1891",,"CHELAN","WA","98816","5094235982","2020-03-01T00:00:00.000","2024-07-13T00:00:00.000","I","Individual","01","GENERAL",,,"604581010","UVALLE, ANTONIO L","A","ACTIVE",
"Big Fish Construction LLC","BIGFIFC902JH","CC","CONSTRUCTION CONTRACTOR","3116 N 27th St",,"TACOMA","WA","98407","2536860361","2010-04-08T00:00:00.000","2024-04-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603000507","Landeros Hoggard, Laurie Ann","A","ACTIVE",
"ED'S CHIMNEY SERVICE & REPAIR","EDSCHSR055RQ","CC","CONSTRUCTION CONTRACTOR","5030 243RD ST SW",,"MOUNTLAKE TERRAC","WA","98043","2063622996","1995-12-18T00:00:00.000","2022-10-23T00:00:00.000","I","Individual","01","GENERAL",,,"601652004","SHEPHERD, EDWARD LYNN","S","SUSPENDED","2021-10-07T00:00:00.000"
"JOHN THOURSON LLC","JOHNTTL783JK","CC","CONSTRUCTION CONTRACTOR","PO BOX 523",,"QUILCENE","WA","98376","3605225349","2022-04-12T00:00:00.000","2024-04-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604692802","THOURSON, JOHN SAMUEL","A","ACTIVE",
"INTEGRITY REMODEL & REPAIR LLC","INTEGRR781JK","CC","CONSTRUCTION CONTRACTOR","PO BOX 83535",,"PORTLAND","OR","97283","5034496255","2022-04-12T00:00:00.000","2024-04-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604886142","GRANADOS RODRIGUEZ, MARIA G","A","ACTIVE",
"GSC FLOORING","GSCFLF*809MU","CC","CONSTRUCTION CONTRACTOR","19911 BOTHELL EVERETT HWY","APT 1002","BOTHELL","WA","98012","4252605260","2020-07-31T00:00:00.000","2024-07-31T00:00:00.000","P","Partnership","SK","Floor Covering and Counter Tops",,,"604272771","FERNANDEZ CASTILLO, ANIBAL GIL","A","ACTIVE",
"J STERK CONSTRUCTION INC","JSTERCI044DJ","CC","CONSTRUCTION CONTRACTOR","PO BOX 486",,"LYNDEN","WA","98264","3602246376","1996-03-11T00:00:00.000","2024-01-12T00:00:00.000","C","Corporation","01","GENERAL",,,"601679169","STERK, JAMES L","A","ACTIVE",
"ACME MACHINE WORKS INC","ACMEMWI073D4","CC","CONSTRUCTION CONTRACTOR","N 1220 BRADLEY RD",,"SPOKANE","WA","992121184","5099279066","1993-03-24T00:00:00.000","2024-04-19T00:00:00.000","C","Corporation","01","GENERAL",,,"600140339","MCMANUS, DENNIS ALAN","A","ACTIVE",
"3 Little Pigs Masonry LLC","3LITTLP906J3","CC","CONSTRUCTION CONTRACTOR","15 Covington Court",,"SEQUIM","WA","98382","2063268418","2010-04-23T00:00:00.000","2024-05-06T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603009738","Peterson, Jason E","A","ACTIVE",
"WOLFF CON LLC DBA WF CO WA LLC","WOLFFCL817R6","CC","CONSTRUCTION CONTRACTOR","6710 E Camelback Rd STE 100",,"SCOTTSDALE","AZ","85251","4803159595","2019-12-26T00:00:00.000","2023-12-26T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604556843","Nitta, Thomas H","A","ACTIVE",
"RJG CONSTRUCTION LLC","RJGCOCL812PH","CC","CONSTRUCTION CONTRACTOR","4112 Harrison St",,"BELLINGHAM","WA","98229","3604415014","2019-10-08T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604510970","Gaynor, Ryan James","A","ACTIVE",
"A BLUE COLLAR PLUMBER LLC","BLUECBC851JA","CC","CONSTRUCTION CONTRACTOR","16908 22ND AVE E",,"TACOMA","WA","98445","2532237998","2015-04-01T00:00:00.000","2023-05-14T00:00:00.000","L","Limited Liability Company","AD","PLUMBING",,,"603454116","GILGE, ANGELA JEAN","S","SUSPENDED","2021-10-07T00:00:00.000"
"HEW WOOD TREE SERVICE LLC","HEWWOWT803PO","CC","CONSTRUCTION CONTRACTOR","13624 VINTAGE DR SW",,"PORT ORCHARD","WA","98367","3604719780","2020-10-20T00:00:00.000","2022-10-20T00:00:00.000","L","Limited Liability Company","RF","Tree Removal Service",,,"604623531","WOOD, JOSEPH HUE","A","ACTIVE",
"DWIGHT SHOGREN CARPENTRY","DWIGHSC810CA","CC","CONSTRUCTION CONTRACTOR","PO Box 299, #20132",,"TANGENT","OR","97389","5209812638","2019-02-01T00:00:00.000","2023-02-01T00:00:00.000","I","Individual","SB","Cabinets, Millwork and Finish Carpentry",,,"604397907","Shogren, Dwight Larry","S","SUSPENDED","2022-01-10T00:00:00.000"
"PNW Remodelers","PNWRER*847BD","CC","CONSTRUCTION CONTRACTOR","580 NE NewKirk Rd",,"BELFAIR","WA","98528","3602716233","2016-01-04T00:00:00.000","2022-01-10T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603570298","Holder JR, Robert Wayne","E","EXPIRED","2021-01-03T00:00:00.000"
"TG CONSTRUCTION","TGCONC*812PG","CC","CONSTRUCTION CONTRACTOR","2605 MERIDIAN AVE E APT F202",,"PUYALLUP","WA","98371","2538805872","2019-10-07T00:00:00.000","2021-10-07T00:00:00.000","I","Individual","RE","Tile, Ceramic, Mosaic, Natural and MFG Stone",,,"604351426","TISCENCO, GHENADIE","E","EXPIRED","2020-10-07T00:00:00.000"
"SNOOPS PLUMBING LLC","SNOOPPL787BQ","PC","PLUMBING CONTRACTOR","1530 INDEX AVE NE",,"RENTON","WA","98056","4257898206","2022-04-11T00:00:00.000","2024-04-11T00:00:00.000","L","Limited Liability Company","02","RESIDENTIAL",,,"604374500","JONES, RYAN THOMAS","A","ACTIVE",
"DECK TECH","DECKTT*791PF","CC","CONSTRUCTION CONTRACTOR","7171 NE BRUNSWICK PL",,"BREMERTON","WA","98311","2533253248","2021-10-06T00:00:00.000","2023-10-06T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604812648","MEEK, BRENNER DAVID","A","ACTIVE",
"MIKE BACH DRILLING CO","MIKEBBD939C4","EC","ELECTRICAL CONTRACTOR","3340 WILSON CREEK",,"ELLENSBURG","WA","98926","5099256320","2007-03-12T00:00:00.000","2023-01-01T00:00:00.000","C","Corporation","03","PUMP & IRRIGATION","90",,"600348744","BACH, MIKE G.","R","RE-LICENSED",
"ON THE LEVEL CONTRACTING LLC","LEVELCL928QF","CC","CONSTRUCTION CONTRACTOR","26910 92ND AVE NW","SUITE C-5, PMB 517","STANWOOD","WA","98292","4252399857","2008-11-06T00:00:00.000","2024-04-15T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602712362","JOHNS, GREGORY MICHAEL","A","ACTIVE",
"JVM PAINTING LLC","JVMPAPL789DU","CC","CONSTRUCTION CONTRACTOR","23416 61ST AVE S  APT W202",,"KENT","WA","98032","2069416002","2022-02-09T00:00:00.000","2024-02-09T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604843837","VAZQUEZ MARTINEZ, JENNIFER","A","ACTIVE",
"BAYLEYBUILT LLC","BAYLEL*800BS","CC","CONSTRUCTION CONTRACTOR","PO Box 1530",,"TONASKET","WA","98855","5097102820","2020-01-10T00:00:00.000","2022-01-10T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604559947","Bayley, Christopher Irving","E","EXPIRED","2022-01-03T00:00:00.000"
"ADVANCED RAINGUTTERS/CONST LLC","ADVANRC833KD","CC","CONSTRUCTION CONTRACTOR","814 S Olson St",,"Kennewick","WA","99336","5099873050","2017-05-04T00:00:00.000","2023-05-04T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604101517","CARLOS-CONTRERAS, ANGEL","A","ACTIVE",
"HIGHLANDER LOGGING INC","HIGHLLI814KF","CC","CONSTRUCTION CONTRACTOR","212 Keasling Rd",,"CHEHALIS","WA","98532","2532795412","2019-05-06T00:00:00.000","2023-06-04T00:00:00.000","C","Corporation","RF","Tree Removal Service",,,"604397474","Cook, Skyler Michael","A","ACTIVE",
"AT GRADE CONSTRUCTION INC","GRADECI968DZ","CC","CONSTRUCTION CONTRACTOR","PO BOX 2465",,"GRESHAM","OR","97030","5036614044","2004-03-09T00:00:00.000","2021-10-07T00:00:00.000","C","Corporation","01","GENERAL",,,"602374390","KLOVSKI, ARLENE A","E","EXPIRED",
"ADVENTURE CONSTRUCTION LLC","ADVENCL834PW","CC","CONSTRUCTION CONTRACTOR","2906 W. 7TH AVE #81",,"KENNEWICK","WA","99336","5093963137","2017-10-16T00:00:00.000","2023-10-16T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604173772","ESPINOZA LOPEZ, ARMANDO","A","ACTIVE",
"MARKDAVIDSON TILE","MARKDT*793KK","CC","CONSTRUCTION CONTRACTOR","32205 11th PL S Unit 53",,"Federal Way","WA","98003","2538806756","2021-04-06T00:00:00.000","2023-04-06T00:00:00.000","I","Individual","RE","Tile, Ceramic, Mosaic, Natural and MFG Stone",,,"604724761","YARMOSHIK, DAVID V","A","ACTIVE",
"POWER PLUS","POWERP*814PW","CC","CONSTRUCTION CONTRACTOR","1210 N RED GUM STREET",,"ANAHEIM","CA","92806","7145071881","2019-10-07T00:00:00.000","2021-10-07T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603454969","BRAY, STEVEN RONALD","E","EXPIRED","2020-03-31T00:00:00.000"
"A & A CONTRACTING INC","AACONI*995QL","CC","CONSTRUCTION CONTRACTOR","13023 NE HWY 99  Suite 7-183",,"VANCOUVER","WA","986861493","3602810775","2001-11-13T00:00:00.000","2021-10-07T00:00:00.000","C","Corporation","01","GENERAL",,,"602161212","RICHARDSON, JEREMY DAVID","E","EXPIRED","2020-08-31T00:00:00.000"
"HIGHER STANDARDS CONST LLC","HIGHESC813PG","CC","CONSTRUCTION CONTRACTOR","174 S. Howard St Unit 11",,"Spokane","WA","99201","6238261388","2019-10-07T00:00:00.000","2021-10-07T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604515917","Miller, Zarek Michael","E","EXPIRED","2021-09-25T00:00:00.000"
"JASPER & SONS","JASPES*800BS","CC","CONSTRUCTION CONTRACTOR","PO Box 9373",,"SPOKANE","WA","99209","5092188781","2020-01-10T00:00:00.000","2022-01-10T00:00:00.000","I","Individual","01","GENERAL",,,"602685114","JASPER, KEVIN FRANK","E","EXPIRED","2021-01-08T00:00:00.000"
"CLEARVIEW PLUMBING INC","CLEARPI971MS","CC","CONSTRUCTION CONTRACTOR","5689 EVERGREEN DRIVE",,"CASHMERE","WA","98815","5097827078","2003-07-10T00:00:00.000","2021-10-15T00:00:00.000","C","Corporation","AD","PLUMBING",,,"602307500","WINTLER, BEN LAWRENCE","R","RE-LICENSED",
"RENAISSANCE HOME & GARDEN","RENAIHG819PG","CC","CONSTRUCTION CONTRACTOR","3017 59TH AVE SW APT 2",,"SEATTLE","WA","98116","2133995013","2019-10-07T00:00:00.000","2021-10-07T00:00:00.000","I","Individual","01","GENERAL",,,"604521802","INMAN, JESSE","E","EXPIRED","2020-12-05T00:00:00.000"
"AFDEM & SON'S DOZING INC","AFDEMSD017RO","CC","CONSTRUCTION CONTRACTOR","PO BOX 1912",,"EATONVILLE","WA","98328","2532086713","1999-12-30T00:00:00.000","2024-04-17T00:00:00.000","C","Corporation","SI","Excavation, Grading and Land Clearing",,,"601972797","AFDEM, DEBORAH","A","ACTIVE",
"MYKOL PUMP & DRILLING INC","MYKOLPD944RQ","CC","CONSTRUCTION CONTRACTOR","6110 PUGET BEACH RD NE",,"OLYMPIA","WA","98516","3604913820","2008-04-30T00:00:00.000","2022-05-04T00:00:00.000","C","Corporation","01","GENERAL","91",,"602168365","DOUGHTY, ARTHUR EUGENE","R","RE-LICENSED",
"Alaniya Construction LLC","ALANICL891NK","CC","CONSTRUCTION CONTRACTOR","7911 NE 54TH WAY",,"VANCOUVER","WA","98662","3607720464","2011-08-14T00:00:00.000","2023-08-14T00:00:00.000","L","Limited Liability Company","SK","Floor Covering and Counter Tops",,,"603135770","MALYAKINA, LYUBOV B","A","ACTIVE",
"NEWTECH INSTALLATION USA INC","NEWTEIU802Q1","CC","CONSTRUCTION CONTRACTOR","444 SMITH STREET",,"MIDDLETOWN","CT","06457","8603441261","2020-10-23T00:00:00.000","2022-10-23T00:00:00.000","C","Corporation","SB","Cabinets, Millwork and Finish Carpentry",,,"604662046","DESROSIERS, DAVID","A","ACTIVE",
"IMPACT CONST & REMODELS LLC","IMPACCR825LM","CC","CONSTRUCTION CONTRACTOR","11614 54TH AVE S",,"SEATTLE","WA","98178","2062907912","2018-06-14T00:00:00.000","2023-03-17T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604003800","DAVIS, LOREN WILSON","S","SUSPENDED","2021-10-07T00:00:00.000"
"COLE INDUSTRIAL INC","COLEI**272OR","CC","CONSTRUCTION CONTRACTOR","5924 203RD ST SW",,"LYNNWOOD","WA","98036","4257746602","1973-09-19T00:00:00.000","2023-12-04T00:00:00.000","C","Corporation","01","GENERAL",,,"319010449","COLE, BRAYN C","A","ACTIVE",
"NW PAINTING PRSSRE-WASHG LLC","NWPAIPP848JR","CC","CONSTRUCTION CONTRACTOR","PO BOX 960",,"Brush Prairie","WA","98606","3607713051","2016-04-19T00:00:00.000","2024-04-19T00:00:00.000","L","Limited Liability Company","CB","PAINTING/WALLCOVERING",,,"603608887","ANTTI, CHAD C","A","ACTIVE",
"West Sound Building Services","WESTSSB905LN","CC","CONSTRUCTION CONTRACTOR","P.O. Box 872",,"TRACYTON","WA","98393","3609905121","2010-06-15T00:00:00.000","2023-05-11T00:00:00.000","I","Individual","01","GENERAL",,,"603024076","Osburn, Kevin Franklin","A","ACTIVE",
"NEW GENERATION OF CONCRETE LLC","NEWGEGC836PF","CC","CONSTRUCTION CONTRACTOR","3017 I st washougal",,"WASHOUGAL","WA","98671","3607711768","2017-10-06T00:00:00.000","2021-10-07T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604156157","NEWTON, JEFFREY ALLEN","E","EXPIRED","2020-11-09T00:00:00.000"
"ACRE WOOD FLOOR","ACREWWF846JL","CC","CONSTRUCTION CONTRACTOR","11124 NE HALSEY ST #PMB 446",,"PORTLAND","OR","97220","5037536076","2016-04-13T00:00:00.000","2024-04-13T00:00:00.000","I","Individual","01","GENERAL",,,"603606360","MORAR, GHEORGHE","A","ACTIVE",
"RETAIL CONSTRUCTION ASSCTS INC","RETAICA843J5","CC","CONSTRUCTION CONTRACTOR","12514 130TH LN NE",,"KIRKLAND","WA","98034","4256055661","2016-04-25T00:00:00.000","2024-04-27T00:00:00.000","C","Corporation","01","GENERAL",,,"603603255","Campbell, Justin Mark","A","ACTIVE",
"ROYALTY HANDYMAN/CONS SVCS LLC","ROYALHS788JJ","CC","CONSTRUCTION CONTRACTOR","21107 ELBERTA RD UNIT 1",,"LYNNWOOD","WA","98036","3109871742","2022-04-12T00:00:00.000","2024-04-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604894544","VALERA, GEORGE ARTHUR","A","ACTIVE",
"ISLAND COMMERCIAL CONST LLC","ISLANCC821OR","CC","CONSTRUCTION CONTRACTOR","387 SW 10TH AVE",,"OAK HARBOR","WA","98277","3606826679","2018-09-19T00:00:00.000","2022-09-25T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604280230","SANDERSON, BRIAN ALEXANDER","S","SUSPENDED","2021-10-07T00:00:00.000"
"DM STONE CONSTRUCTION INC","DMSTOSC941NT","CC","CONSTRUCTION CONTRACTOR","2806 NE 65TH AVE Suite A",,"VANCOUVER","WA","98661","5039229959","2006-08-30T00:00:00.000","2024-01-10T00:00:00.000","C","Corporation","BZ","MASONRY",,,"602640998","DIVINETS, DMITRIY IVANOVICH","A","ACTIVE",
"JMT CONSTRUCTION","JMTCOC*954PG","CC","CONSTRUCTION CONTRACTOR","18124 273rd Ave SE",,"MONROE","WA","98272","4252688822","2005-10-17T00:00:00.000","2021-10-07T00:00:00.000","I","Individual","01","GENERAL",,,"602424687","TIDWELL, JEFFREY TODD","E","EXPIRED",
